number,name,image,theme,subtheme,rating,pieces,minifigs,us_price,eu_price,owner,want_it
60126,Tire Escape,https://images.brickset.com/sets/small/60126-1.jpg,City,Prison Island,,47,2,6.99,5.99,2223,544
60127,Prison Island Starter Set,https://images.brickset.com/sets/small/60127-1.jpg,City,Prison Island,4.3,92,4,9.99,9.99,2175,521
60128,Police Pursuit,https://images.brickset.com/sets/small/60128-1.jpg,City,Police,4.0,184,2,24.99,19.99,2032,793
60129,Police Patrol Boat,https://images.brickset.com/sets/small/60129-1.jpg,City,Police,4.0,200,4,49.99,39.99,1093,735
60130,Prison Island,https://images.brickset.com/sets/small/60130-1.jpg,City,Prison Island,4.5,754,8,89.99,79.99,1724,1270
60131,Crooks Island,https://images.brickset.com/sets/small/60131-1.jpg,City,Prison Island,5.0,244,3,29.99,26.99,825,785
60132,Service Station,https://images.brickset.com/sets/small/60132-1.jpg,City,Traffic,4.0,515,4,89.99,69.99,1788,2180
60133,City Advent Calendar,https://images.brickset.com/sets/small/60133-1.jpg,City,Seasonal,3.0,290,7,29.99,19.99,2659,461
60134,Fun in the Park - City People Pack,https://images.brickset.com/sets/small/60134-1.jpg,City,General,5.0,157,15,39.99,39.99,5894,2183
66537,3-in-1 Super Pack,https://images.brickset.com/sets/small/66537-1.jpg,Friends,Product Collection,,,,,,32,68
66538,Forests Value Pack,,Duplo,,,,,,,4,11
66539,Heartlake Value Pack,https://images.brickset.com/sets/small/66539-1.jpg,Friends,,,,,,,5,33
66540,City Volcano Value Pack,https://images.brickset.com/sets/small/66540-1.jpg,City,Volcano Explorers,,,,,,30,49
66541,City Fire Value Pack,https://images.brickset.com/sets/small/66541-1.jpg,City,Fire,,,,,,26,46
66542,Microfighters Super Pack 3 in 1,https://images.brickset.com/sets/small/66542-1.jpg,Star Wars,Product Collection,,,,,,140,74
66543,Microfighters Super Pack 3 in 1,,Star Wars,Product Collection,,,,,,111,60
66545,Mighty Micros Mighty Pack 3 in 1,,DC Comics Super Heroes,Product Collection,,,,,,12,28
66547,"Axl's Tower Carrier, Extra Awesome Edition",https://images.brickset.com/sets/small/66547-1.jpg,Nexo Knights,Product Collection,,,,,,95,95
66548,"Rock Roader, Extra Awesome Edition",https://images.brickset.com/sets/small/66548-1.jpg,Ninjago,Product Collection,,,,,,48,57
66549,"Salvage M.E.C., Extra Awesome Edition",https://images.brickset.com/sets/small/66549-1.jpg,Ninjago,Product Collection,,,,,,46,64
70310,Knighton Battle Blaster,https://images.brickset.com/sets/small/70310-1.jpg,Nexo Knights,Season 1,4.0,76,2,9.99,6.99,1817,345
70311,Chaos Catapult,https://images.brickset.com/sets/small/70311-1.jpg,Nexo Knights,Season 1,4.6,93,2,9.99,9.99,1947,355
70312,Lance's Mecha Horse,https://images.brickset.com/sets/small/70312-1.jpg,Nexo Knights,Season 1,4.5,237,3,19.99,13.99,1981,380
70313,Moltor's Lava Smasher,https://images.brickset.com/sets/small/70313-1.jpg,Nexo Knights,Season 1,5.0,187,2,19.99,19.99,1891,422
70314,Beast Master's Chaos Chariot,https://images.brickset.com/sets/small/70314-1.jpg,Nexo Knights,Season 1,4.0,314,2,29.99,23.09,1669,464
70315,Clay's Rumble Blade,https://images.brickset.com/sets/small/70315-1.jpg,Nexo Knights,Season 1,5.0,367,5,39.99,27.99,1811,559
70316,Jestro's Evil Mobile,https://images.brickset.com/sets/small/70316-1.jpg,Nexo Knights,Season 1,3.5,658,2,59.99,34.99,1536,557
70317,The Fortrex,https://images.brickset.com/sets/small/70317-1.jpg,Nexo Knights,Season 1,5.0,1140,7,99.99,99.99,1817,702
70318,The Glob Lobber,https://images.brickset.com/sets/small/70318-1.jpg,Nexo Knights,Season 2,5.0,95,2,9.99,8.99,985,391
70319,Macy's Thunder Mace,https://images.brickset.com/sets/small/70319-1.jpg,Nexo Knights,Season 2,4.0,202,3,19.99,17.99,828,391
70320,Aaron Fox's Aero-Striker V2,https://images.brickset.com/sets/small/70320-1.jpg,Nexo Knights,Season 2,,301,3,29.99,29.69,775,529
70321,General Magmar's Siege Machine of Doom,https://images.brickset.com/sets/small/70321-1.jpg,Nexo Knights,Season 2,,516,3,49.99,44.99,980,562
70322,Axl's Tower Carrier,https://images.brickset.com/sets/small/70322-1.jpg,Nexo Knights,Season 2,,670,4,69.99,71.99,738,589
70323,Jestro's Volcano Lair,https://images.brickset.com/sets/small/70323-1.jpg,Nexo Knights,Season 2,,1186,10,119.99,107.99,1094,789
70324,Merlok's Library 2.0,https://images.brickset.com/sets/small/70324-1.jpg,Nexo Knights,Season 1,3.5,288,3,24.99,24.99,1131,450
70325,Infernox captures the Queen,https://images.brickset.com/sets/small/70325-1.jpg,Nexo Knights,Season 1,5.0,253,2,24.99,12.49,1287,535
70326,The Black Knight Mech,https://images.brickset.com/sets/small/70326-1.jpg,Nexo Knights,Season 2,,530,4,39.99,49.99,579,615
70327,The King's Mech,https://images.brickset.com/sets/small/70327-1.jpg,Nexo Knights,Season 1,5.0,375,3,29.99,32.99,1584,661
70330,Ultimate Clay,https://images.brickset.com/sets/small/70330-1.jpg,Nexo Knights,Ultimate,4.3,72,1,9.99,6.99,2292,408
70331,Ultimate Macy,https://images.brickset.com/sets/small/70331-1.jpg,Nexo Knights,Ultimate,4.5,101,1,9.99,9.99,2434,373
70332,Ultimate Aaron,https://images.brickset.com/sets/small/70332-1.jpg,Nexo Knights,Ultimate,4.6,82,1,9.99,9.99,2297,420
70333,Ultimate Robin,https://images.brickset.com/sets/small/70333-1.jpg,Nexo Knights,Ultimate,5.0,75,1,9.99,9.99,1881,365
70334,Ultimate Beast Master,https://images.brickset.com/sets/small/70334-1.jpg,Nexo Knights,Ultimate,4.5,65,1,9.99,9.99,1871,344
70335,Ultimate Lavaria,https://images.brickset.com/sets/small/70335-1.jpg,Nexo Knights,Ultimate,4.3,69,1,9.99,4.99,3022,377
70336,Ultimate Axl,https://images.brickset.com/sets/small/70336-1.jpg,Nexo Knights,Ultimate,5.0,69,1,9.99,8.99,1489,453
70337,Ultimate Lance,https://images.brickset.com/sets/small/70337-1.jpg,Nexo Knights,Ultimate,4.0,75,1,9.99,8.99,1383,460
70338,Ultimate General Magmar,https://images.brickset.com/sets/small/70338-1.jpg,Nexo Knights,Ultimate,,64,1,9.99,8.99,1189,466
70339,Ultimate Flama,https://images.brickset.com/sets/small/70339-1.jpg,Nexo Knights,Ultimate,,67,1,9.99,8.99,1440,500
70588,Titanium Ninja Tumbler ,https://images.brickset.com/sets/small/70588-1.jpg,Ninjago,Day of the Departed,,342,3,29.99,29.99,625,554
70589,Rock Roader,https://images.brickset.com/sets/small/70589-1.jpg,Ninjago,Day of the Departed,5.0,406,4,39.99,39.99,527,486
70590,Airjitzu Battle Grounds,https://images.brickset.com/sets/small/70590-1.jpg,Ninjago,Airjitzu,,666,5,59.99,59.99,364,443
70591,Kryptarium Prison Breakout,https://images.brickset.com/sets/small/70591-1.jpg,Ninjago,Skybound,5.0,207,5,19.99,19.99,893,386
70592,Salvage M.E.C.,https://images.brickset.com/sets/small/70592-1.jpg,Ninjago,Day of the Departed,5.0,439,4,39.99,39.99,705,584
70593,The Green NRG Dragon,https://images.brickset.com/sets/small/70593-1.jpg,Ninjago,Skybound,5.0,567,5,49.99,49.99,824,641
70594,The Lighthouse Siege,https://images.brickset.com/sets/small/70594-1.jpg,Ninjago,Skybound,,767,8,69.99,69.99,873,773
70595,Ultra Stealth Raider,https://images.brickset.com/sets/small/70595-1.jpg,Ninjago,Day of the Departed,,1093,7,99.99,89.99,574,632
70596,Samurai X Cave Chaos,https://images.brickset.com/sets/small/70596-1.jpg,Ninjago,Day of the Departed,,1253,8,119.99,119.99,297,640
70599,Cole's Dragon,https://images.brickset.com/sets/small/70599-1.jpg,Ninjago,Skybound,4.5,98,2,9.99,9.99,1622,453
70600,Ninja Bike Chase,https://images.brickset.com/sets/small/70600-1.jpg,Ninjago,Skybound,5.0,231,3,19.99,17.99,1170,395
70601,Sky Shark,https://images.brickset.com/sets/small/70601-1.jpg,Ninjago,Skybound,5.0,221,2,19.99,17.99,1332,426
70602,Jay's Elemental Dragon,https://images.brickset.com/sets/small/70602-1.jpg,Ninjago,Skybound,4.3,350,2,29.99,31.49,1214,561
70603,Raid Zeppelin,https://images.brickset.com/sets/small/70603-1.jpg,Ninjago,Skybound,4.8,294,3,29.99,29.69,1672,679
70604,Tiger Widow Island,https://images.brickset.com/sets/small/70604-1.jpg,Ninjago,Skybound,4.6,450,5,49.99,44.99,1195,607
70605,Misfortune's Keep,https://images.brickset.com/sets/small/70605-1.jpg,Ninjago,Skybound,,754,6,79.99,80.99,941,609
71011,LEGO Minifigures - Series 15 {Random bag},https://images.brickset.com/sets/small/71011-0.jpg,Collectable Minifigures,Series 15,,,,3.99,,552,181
71011,Farmer,https://images.brickset.com/sets/small/71011-1.jpg,Collectable Minifigures,Series 15,4.3,1,1,3.99,,5222,805
71011,Astronaut,https://images.brickset.com/sets/small/71011-2.jpg,Collectable Minifigures,Series 15,4.5,1,1,3.99,,5340,620
71011,Frightening Knight,https://images.brickset.com/sets/small/71011-3.jpg,Collectable Minifigures,Series 15,4.7,1,1,3.99,,5068,692
71011,Clumsy Guy,https://images.brickset.com/sets/small/71011-4.jpg,Collectable Minifigures,Series 15,5.0,1,1,3.99,,5888,617
71011,Tribal Woman,https://images.brickset.com/sets/small/71011-5.jpg,Collectable Minifigures,Series 15,4.5,1,1,3.99,,4924,746
71011,Flying Warrior,https://images.brickset.com/sets/small/71011-6.jpg,Collectable Minifigures,Series 15,5.0,1,1,3.99,,5422,696
71011,Faun,https://images.brickset.com/sets/small/71011-7.jpg,Collectable Minifigures,Series 15,4.5,1,1,3.99,,5284,669
71011,Animal Control Officer,https://images.brickset.com/sets/small/71011-8.jpg,Collectable Minifigures,Series 15,3.5,1,1,3.99,,5315,716
71011,Janitor,https://images.brickset.com/sets/small/71011-9.jpg,Collectable Minifigures,Series 15,4.5,1,1,3.99,,5307,674
71011,Ballerina,https://images.brickset.com/sets/small/71011-10.jpg,Collectable Minifigures,Series 15,3.5,1,1,3.99,,4506,558
71011,Laser Mech,https://images.brickset.com/sets/small/71011-11.jpg,Collectable Minifigures,Series 15,4.0,1,1,3.99,,4414,575
71011,Kendo Fighter,https://images.brickset.com/sets/small/71011-12.jpg,Collectable Minifigures,Series 15,3.5,1,1,3.99,,5049,442
71011,Shark Suit Guy,https://images.brickset.com/sets/small/71011-13.jpg,Collectable Minifigures,Series 15,5.0,1,1,3.99,,6403,775
71011,Wrestling Champion,https://images.brickset.com/sets/small/71011-14.jpg,Collectable Minifigures,Series 15,2.0,1,1,3.99,,4581,396
71011,Jewel Thief,https://images.brickset.com/sets/small/71011-15.jpg,Collectable Minifigures,Series 15,4.0,1,1,3.99,,4636,611
71011,Queen,https://images.brickset.com/sets/small/71011-16.jpg,Collectable Minifigures,Series 15,4.0,1,1,3.99,,5382,692
71011,LEGO Minifigures - Series 15 - Complete,https://images.brickset.com/sets/small/71011-17.jpg,Collectable Minifigures,Series 15,,16,16,,,2505,286
71011,LEGO Minifigures - Series 15 - Sealed Box,https://images.brickset.com/sets/small/71011-18.jpg,Collectable Minifigures,Series 15,,,,3.99,2.09,372,121
71012,LEGO Minifigures - The Disney Series {Random bag},https://images.brickset.com/sets/small/71012-0.jpg,Collectable Minifigures,Disney,,,,3.99,,527,222
71012,Stitch,https://images.brickset.com/sets/small/71012-1.jpg,Collectable Minifigures,Disney,5.0,1,1,3.99,,4564,490
71012,Alien,https://images.brickset.com/sets/small/71012-2.jpg,Collectable Minifigures,Disney,5.0,1,1,3.99,,4422,456
71012,Buzz Lightyear,https://images.brickset.com/sets/small/71012-3.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4337,616
71012,Aladdin,https://images.brickset.com/sets/small/71012-4.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4039,553
71012,Genie,https://images.brickset.com/sets/small/71012-5.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4399,473
71012,Maleficent,https://images.brickset.com/sets/small/71012-6.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4498,620
71012,Alice,https://images.brickset.com/sets/small/71012-7.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4234,567
71012,Cheshire Cat,https://images.brickset.com/sets/small/71012-8.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4066,524
71012,Daisy Duck,https://images.brickset.com/sets/small/71012-9.jpg,Collectable Minifigures,Disney,,1,1,3.99,,3976,411
71012,Donald Duck,https://images.brickset.com/sets/small/71012-10.jpg,Collectable Minifigures,Disney,5.0,1,1,3.99,,4082,536
71012,Minnie Mouse,https://images.brickset.com/sets/small/71012-11.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4079,431
71012,Mickey Mouse,https://images.brickset.com/sets/small/71012-12.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4478,471
71012,Mr. Incredible,https://images.brickset.com/sets/small/71012-13.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4293,410
71012,Syndrome,https://images.brickset.com/sets/small/71012-14.jpg,Collectable Minifigures,Disney,5.0,1,1,3.99,,4390,415
71012,Peter Pan,https://images.brickset.com/sets/small/71012-15.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4037,499
71012,Captain Hook,https://images.brickset.com/sets/small/71012-16.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4182,551
71012,Ursula,https://images.brickset.com/sets/small/71012-17.jpg,Collectable Minifigures,Disney,3.0,1,1,3.99,2.99,4319,507
71012,Ariel,https://images.brickset.com/sets/small/71012-18.jpg,Collectable Minifigures,Disney,,1,1,3.99,,4221,515
71012,LEGO Minifigures - The Disney Series - Complete,https://images.brickset.com/sets/small/71012-19.jpg,Collectable Minifigures,Disney,5.0,18,18,,,2633,475
71012,LEGO Minifigures - The Disney Series - Sealed Box,https://images.brickset.com/sets/small/71012-20.jpg,Collectable Minifigures,Disney,,,,,,407,167
71013,LEGO Minifigures - Series 16 {Random bag},https://images.brickset.com/sets/small/71013-0.jpg,Collectable Minifigures,Series 16,5.0,,,,,373,122
71013,Ice Queen,https://images.brickset.com/sets/small/71013-1.jpg,Collectable Minifigures,Series 16,5.0,1,1,3.99,,3810,521
71013,Desert Warrior,https://images.brickset.com/sets/small/71013-2.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3499,417
71013,Cyborg,https://images.brickset.com/sets/small/71013-3.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3233,483
71013,Cute Little Devil,https://images.brickset.com/sets/small/71013-4.jpg,Collectable Minifigures,Series 16,4.0,1,1,3.99,,4114,497
71013,Spooky Boy,https://images.brickset.com/sets/small/71013-5.jpg,Collectable Minifigures,Series 16,3.0,1,1,3.99,,3801,457
71013,Hiker,https://images.brickset.com/sets/small/71013-6.jpg,Collectable Minifigures,Series 16,5.0,1,1,3.99,,4293,647
71013,Wildlife Photographer,https://images.brickset.com/sets/small/71013-7.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3841,654
71013,Kickboxer,https://images.brickset.com/sets/small/71013-8.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3366,392
71013,Scallywag Pirate,https://images.brickset.com/sets/small/71013-9.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3211,533
71013,Penguin Boy,https://images.brickset.com/sets/small/71013-10.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3832,635
71013,Rogue,https://images.brickset.com/sets/small/71013-11.jpg,Collectable Minifigures,Series 16,5.0,1,1,3.99,,4125,558
71013,Dog Show Winner,https://images.brickset.com/sets/small/71013-12.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,3942,475
71013,Mariachi,https://images.brickset.com/sets/small/71013-13.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,4401,595
71013,Spy,https://images.brickset.com/sets/small/71013-14.jpg,Collectable Minifigures,Series 16,5.0,1,1,3.99,,3852,540
71013,Banana Guy,https://images.brickset.com/sets/small/71013-15.jpg,Collectable Minifigures,Series 16,,1,1,3.99,,4979,550
71013,Babysitter,https://images.brickset.com/sets/small/71013-16.jpg,Collectable Minifigures,Series 16,,2,2,3.99,2.99,3860,668
71013,LEGO Minifigures - Series 16 - Complete,https://images.brickset.com/sets/small/71013-17.jpg,Collectable Minifigures,Series 16,,17,17,,,1731,307
71013,LEGO Minifigures - Series 16 - Sealed Box,,Collectable Minifigures,Series 16,,,,,,216,99
71014,LEGO Minifigures - DFB Series {Random bag},https://images.brickset.com/sets/small/71014-0.jpg,Collectable Minifigures,DFB Series,,,,,2.99,211,147
71014,Joachim Löw,https://images.brickset.com/sets/small/71014-1.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,741,235
71014,Manuel Neuer,https://images.brickset.com/sets/small/71014-2.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,714,228
71014,Jérôme Boateng,https://images.brickset.com/sets/small/71014-3.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,716,215
71014,Mats Hummels,https://images.brickset.com/sets/small/71014-4.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,697,200
71014,Benedikt Höwedes,https://images.brickset.com/sets/small/71014-5.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,704,184
71014,Shkodran Mustafi,https://images.brickset.com/sets/small/71014-6.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,778,176
71014,Bastian Schweinsteiger,https://images.brickset.com/sets/small/71014-7.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,814,196
71014,Mesut Özil,https://images.brickset.com/sets/small/71014-8.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,792,198
71014,Thomas Müller,https://images.brickset.com/sets/small/71014-9.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,792,186
71014,Toni Kroos,https://images.brickset.com/sets/small/71014-10.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,822,166
71014,Sami Khedira,https://images.brickset.com/sets/small/71014-11.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,818,179
71014,André Schürrle,https://images.brickset.com/sets/small/71014-12.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,837,177
71014,Marco Reus,https://images.brickset.com/sets/small/71014-13.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,758,176
71014,Christoph Kramer,https://images.brickset.com/sets/small/71014-14.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,702,201
71014,Mario Götze,https://images.brickset.com/sets/small/71014-15.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,765,205
71014,Max Kruse,https://images.brickset.com/sets/small/71014-16.jpg,Collectable Minifigures,DFB Series,,1,1,,2.99,700,191
71014,LEGO Minifigures - DFB Series - Complete,https://images.brickset.com/sets/small/71014-17.jpg,Collectable Minifigures,DFB Series,,16,16,,,929,315
71014,LEGO Minifigures - DFB Series - Sealed Box,,Collectable Minifigures,DFB Series,,,,,,142,63
71040,Disney Castle,https://images.brickset.com/sets/small/71040-1.jpg,Disney,Miscellaneous,5.0,4080,7,349.99,349.99,2898,3042
71228,Ghostbusters Level Pack,https://images.brickset.com/sets/small/71228-1.jpg,Dimensions,Level Pack,4.5,115,1,29.99,29.99,3022,1247
71229,DC Comics Team Pack,https://images.brickset.com/sets/small/71229-1.jpg,Dimensions,Team Pack,,92,2,24.99,24.99,2098,1077
71230,Doc Brown,https://images.brickset.com/sets/small/71230-1.jpg,Dimensions,Fun Pack,,69,1,11.99,14.99,3469,1189
71233,Stay Puft,https://images.brickset.com/sets/small/71233-1.jpg,Dimensions,Fun Pack,5.0,65,1,11.99,14.99,3787,1325
71234,Sensei Wu,https://images.brickset.com/sets/small/71234-1.jpg,Dimensions,Fun Pack,,58,1,11.99,14.99,1816,685
71235,Midway Arcade Level Pack,https://images.brickset.com/sets/small/71235-1.jpg,Dimensions,Level Pack,4.0,96,1,24.99,29.99,2505,1139
71236,Superman,https://images.brickset.com/sets/small/71236-1.jpg,Dimensions,Fun Pack,,48,1,11.99,14.99,1944,924
71237,Aquaman,https://images.brickset.com/sets/small/71237-1.jpg,Dimensions,Fun Pack,,43,1,11.99,14.99,2091,850
71238,Cyberman,https://images.brickset.com/sets/small/71238-1.jpg,Dimensions,Fun Pack,5.0,40,1,11.99,14.99,3524,975
71239,Lloyd,https://images.brickset.com/sets/small/71239-1.jpg,Dimensions,Fun Pack,,56,1,11.99,14.99,1256,811
71240,Bane,https://images.brickset.com/sets/small/71240-1.jpg,Dimensions,Fun Pack,,52,1,11.99,14.99,1622,953
71241,Slimer,https://images.brickset.com/sets/small/71241-1.jpg,Dimensions,Fun Pack,5.0,33,1,11.99,14.99,2652,1369
71242,New Ghostbusters: Play the Complete Movie,https://images.brickset.com/sets/small/71242-1.jpg,Dimensions,Story Pack,3.5,259,1,49.99,44.99,1483,851
71244,Sonic the Hedgehog Level Pack,https://images.brickset.com/sets/small/71244-1.jpg,Dimensions,Level Pack,4.0,101,1,29.99,29.99,1722,1213
71245,Adventure Time Level Pack,https://images.brickset.com/sets/small/71245-1.jpg,Dimensions,Level Pack,,102,1,29.99,29.99,1540,865
71246,Adventure Time Team Pack ,https://images.brickset.com/sets/small/71246-1.jpg,Dimensions,Team Pack,,96,2,24.99,24.99,1388,850
71247,Harry Potter Team Pack,https://images.brickset.com/sets/small/71247-1.jpg,Dimensions,Team Pack,,119,2,24.99,24.99,1950,916
71248,Mission Impossible Level Pack,https://images.brickset.com/sets/small/71248-1.jpg,Dimensions,Level Pack,,76,1,29.99,29.99,1567,941
71251,B.A. Baracus,https://images.brickset.com/sets/small/71251-1.jpg,Dimensions,Fun Pack,,73,1,11.99,14.99,2384,1051
71253,Fantastic Beasts and Where to Find Them: Play the Complete Movie,https://images.brickset.com/sets/small/71253-1.jpg,Dimensions,Story Pack,,261,1,49.99,44.99,1522,930
71256,Gremlins Team Pack,https://images.brickset.com/sets/small/71256-1.jpg,Dimensions,Team Pack,4.0,94,2,24.99,24.99,2055,1141
71257,Tina Goldstein,https://images.brickset.com/sets/small/71257-1.jpg,Dimensions,Fun Pack,,51,1,11.99,14.99,1435,708
71258,E.T.,https://images.brickset.com/sets/small/71258-1.jpg,Dimensions,Fun Pack,,42,1,11.99,14.99,2225,1169
71259,{Connectable 1},,Dimensions,Connectable,,,,,,,
71260,{Connectable 2},,Dimensions,Connectable,,,,,,,
71261,{Connectable 3},,Dimensions,Connectable,,,,,,,
71262,{Connectable 4},,Dimensions,Connectable,,,,,,,
71263,{Connectable 5},,Dimensions,Connectable,,,,,,,
71285,Marceline the Vampire Queen,https://images.brickset.com/sets/small/71285-1.jpg,Dimensions,Fun Pack,,60,1,11.99,,865,969
71300,Uxar - Creature of Jungle,https://images.brickset.com/sets/small/71300-1.jpg,Bionicle,companions,4.0,89,,9.99,9.99,553,198
71301,Ketar - Creature of Stone,https://images.brickset.com/sets/small/71301-1.jpg,Bionicle,Companions,3.0,80,,9.99,9.99,416,186
71302,Akida - Creature of Water,https://images.brickset.com/sets/small/71302-1.jpg,Bionicle,Companions,5.0,120,,9.99,9.99,484,204
71303,Ikir - Creature of Fire,https://images.brickset.com/sets/small/71303-1.jpg,Bionicle,Companions,4.0,77,,9.99,9.99,507,217
71304,Terak - Creature of Earth,https://images.brickset.com/sets/small/71304-1.jpg,Bionicle,Companions,,74,,9.99,9.99,433,210
71305,Lewa - Uniter of Jungle,https://images.brickset.com/sets/small/71305-1.jpg,Bionicle,Toa,,79,,14.99,14.99,496,239
71306,Pohatu - Uniter of Stone,https://images.brickset.com/sets/small/71306-1.jpg,Bionicle,Toa,4.0,90,,14.99,14.99,421,207
71307,Gali - Uniter of Water,https://images.brickset.com/sets/small/71307-1.jpg,Bionicle,Toa,3.5,87,,14.99,14.99,410,215
71308,Tahu - Uniter of Fire,https://images.brickset.com/sets/small/71308-1.jpg,Bionicle,Toa,3.5,132,,19.99,19.99,470,241
71309,Onua - Uniter of Earth,https://images.brickset.com/sets/small/71309-1.jpg,Bionicle,Toa,,143,,19.99,19.99,445,229
71310,Umarak the Hunter,https://images.brickset.com/sets/small/71310-1.jpg,Bionicle,Reboot Villains,4.8,172,,19.99,19.99,603,235
71311,Kopaka and Melum - Unity set,https://images.brickset.com/sets/small/71311-1.jpg,Bionicle,Miscellaneous,,171,,24.99,17.49,493,220
71312,Ekimu the Mask Maker,https://images.brickset.com/sets/small/71312-1.jpg,Bionicle,Miscellaneous,4.5,94,,14.99,14.99,329,281
71313,Lava Beast,https://images.brickset.com/sets/small/71313-1.jpg,Bionicle,Reboot Villains,3.0,114,,14.99,14.99,250,224
71314,Storm Beast,https://images.brickset.com/sets/small/71314-1.jpg,Bionicle,Reboot Villains,4.0,109,,14.99,14.99,232,231
71315,Quake Beast,https://images.brickset.com/sets/small/71315-1.jpg,Bionicle,Reboot Villains,2.0,102,,14.99,14.99,237,219
71316,Umarak the Destroyer,https://images.brickset.com/sets/small/71316-1.jpg,Bionicle,Reboot Villains,3.0,191,,24.99,24.99,284,236
71340,Supergirl,https://images.brickset.com/sets/small/71340-1.jpg,Dimensions,Promotional,,6,1,,,1004,1049
71341,{?},,Dimensions,Promotional,,,,,,,
71342,Green Arrow,https://images.brickset.com/sets/small/71342-1.jpg,Dimensions,Promotional,,7,1,,,1158,912
75098,Assault on Hoth,https://images.brickset.com/sets/small/75098-1.jpg,Star Wars,Ultimate Collector Series,1.7,2144,15,249.99,249.99,1410,2864
75113,Rey,https://images.brickset.com/sets/small/75113-1.jpg,Star Wars,Buildable Figures,5.0,84,,19.99,9.99,2368,648
75114,First Order Stormtrooper,https://images.brickset.com/sets/small/75114-1.jpg,Star Wars,Buildable Figures,,81,,19.99,19.99,3201,1043
75115,Poe Dameron,https://images.brickset.com/sets/small/75115-1.jpg,Star Wars,Buildable Figures,,102,,24.99,12.49,1933,656
75116,Finn,https://images.brickset.com/sets/small/75116-1.jpg,Star Wars,Buildable Figures,,98,,24.99,24.99,1776,644
75117,Kylo Ren,https://images.brickset.com/sets/small/75117-1.jpg,Star Wars,Buildable Figures,3.5,86,,24.99,24.99,3104,945
75118,Captain Phasma,https://images.brickset.com/sets/small/75118-1.jpg,Star Wars,Buildable Figures,5.0,82,,24.99,24.99,2931,1039
75119,Sergeant Jyn Erso,https://images.brickset.com/sets/small/75119-1.jpg,Star Wars,Buildable Figures,,104,,24.99,24.99,1074,604
75120,K-2SO,https://images.brickset.com/sets/small/75120-1.jpg,Star Wars,Buildable Figures,5.0,169,,24.99,24.99,2077,1021
75121,Imperial Death Trooper,https://images.brickset.com/sets/small/75121-1.jpg,Star Wars,Buildable Figures,5.0,106,,24.99,24.99,1500,853
75125,Resistance X-wing Fighter,https://images.brickset.com/sets/small/75125-1.jpg,Star Wars,MicroFighters,4.0,87,1,9.99,9.99,5868,1058
75126,First Order Snowspeeder,https://images.brickset.com/sets/small/75126-1.jpg,Star Wars,MicroFighters,4.8,91,1,9.99,9.99,4965,942
75127,The Ghost,https://images.brickset.com/sets/small/75127-1.jpg,Star Wars,MicroFighters,4.0,104,1,9.99,9.99,5178,975
75128,TIE Advanced Prototype,https://images.brickset.com/sets/small/75128-1.jpg,Star Wars,MicroFighters,4.0,93,1,9.99,9.99,5081,1023
75129,Wookiee Gunship,https://images.brickset.com/sets/small/75129-1.jpg,Star Wars,MicroFighters,4.0,84,1,9.99,9.99,5027,975
75130,AT-DP,https://images.brickset.com/sets/small/75130-1.jpg,Star Wars,MicroFighters,3.5,76,1,9.99,9.99,3986,1044
75131,Resistance Trooper Battle Pack,https://images.brickset.com/sets/small/75131-1.jpg,Star Wars,The Force Awakens,4.6,112,4,12.99,16.99,5017,1264
75132,First Order Battle Pack,https://images.brickset.com/sets/small/75132-1.jpg,Star Wars,The Force Awakens,4.0,88,4,12.99,16.99,6188,1418
