number,name,image,theme,subtheme,year,rating,pieces,minifigs,us_price,eu_price,owner,want_it
60137,Tow Truck Trouble,https://images.brickset.com/sets/small/60137-1.jpg,City,Police,2017,5.0,144,3,19.99,19.99,562,680
60138,High-speed Chase,https://images.brickset.com/sets/small/60138-1.jpg,City,Police,2017,3.0,294,,39.99,29.99,440,578
60139,Mobile Command Center,https://images.brickset.com/sets/small/60139-1.jpg,City,Police,2017,,374,,49.99,39.99,242,500
60140,Bulldozer Break-In,https://images.brickset.com/sets/small/60140-1.jpg,City,Police,2017,,561,5,69.99,59.99,355,1039
60141,Police Station,https://images.brickset.com/sets/small/60141-1.jpg,City,Police,2017,,894,,99.99,99.99,215,681
60142,Money Transporter,https://images.brickset.com/sets/small/60142-1.jpg,City,Police,2017,3.0,138,,19.99,14.99,371,589
60143,Auto Transport Heist,https://images.brickset.com/sets/small/60143-1.jpg,City,Police,2017,4.0,403,,,,202,852
60144,Race Plane,https://images.brickset.com/sets/small/60144-1.jpg,City,General,2017,4.3,89,1,9.99,9.99,842,658
60145,Buggy,https://images.brickset.com/sets/small/60145-1.jpg,City,Traffic,2017,4.0,81,1,9.99,9.99,1120,863
60146,Stunt Truck,https://images.brickset.com/sets/small/60146-1.jpg,City,Traffic,2017,,91,1,9.99,9.99,1049,749
60147,Fishing Boat,https://images.brickset.com/sets/small/60147-1.jpg,City,Harbour,2017,4.5,144,2,19.99,19.99,991,1109
60148,ATV Race Team,https://images.brickset.com/sets/small/60148-1.jpg,City,Traffic,2017,4.0,239,2,19.99,19.99,788,741
60149,4x4 with Catamaran,https://images.brickset.com/sets/small/60149-1.jpg,City,Harbour,2017,5.0,198,2,19.99,19.99,952,1012
60150,Pizza Van,https://images.brickset.com/sets/small/60150-1.jpg,City,Traffic,2017,4.5,249,2,19.99,19.99,3127,1923
60151,Dragster Transporter,https://images.brickset.com/sets/small/60151-1.jpg,City,Traffic,2017,4.0,333,2,29.99,29.99,508,644
60152,Sweeper & Excavator,https://images.brickset.com/sets/small/60152-1.jpg,City,Construction,2017,,299,2,29.99,29.99,783,921
60153,People Pack - Fun at the Beach,https://images.brickset.com/sets/small/60153-1.jpg,City,General,2017,,169,,39.99,44.99,,
60154,Bus Station,https://images.brickset.com/sets/small/60154-1.jpg,City,Traffic,2017,,,,49.99,44.99,,
60155,City Advent Calendar,https://images.brickset.com/sets/small/60155-1.jpg,City,Seasonal,2017,,248,,29.99,,,
60156,Jungle Buggy,https://images.brickset.com/sets/small/60156-1.jpg,City,Jungle,2017,,53,,6.99,5.99,,
60157,Jungle Starter Set,https://images.brickset.com/sets/small/60157-1.jpg,City,Jungle,2017,,,,9.99,9.99,,
60158,Jungle Cargo Helicopter ,https://images.brickset.com/sets/small/60158-1.jpg,City,Jungle,2017,,,,,19.99,,
60159,Jungle Halftrack Mission,https://images.brickset.com/sets/small/60159-1.jpg,City,Jungle,2017,,378,,39.99,29.99,,
60160,Jungle Mobile Lab,https://images.brickset.com/sets/small/60160-1.jpg,City,Jungle,2017,,426,,59.99,49.99,,
60161,Jungle Exploration Site,https://images.brickset.com/sets/small/60161-1.jpg,City,Jungle,2017,,813,,119.99,99.99,,
60162,Jungle Air Drop Helicopter,,City,Jungle,2017,,,,,,,
60163,Coast Guard Starter Set,https://images.brickset.com/sets/small/60163-1.jpg,City,Coast Guard,2017,,76,,9.99,9.99,,
60164,Sea Rescue Plane,https://images.brickset.com/sets/small/60164-1.jpg,City,Coast Guard,2017,,141,,19.99,19.99,,
60165,4 x 4 Response Unit ,https://images.brickset.com/sets/small/60165-1.jpg,City,Coast Guard,2017,,347,,39.99,29.99,,
60166,Heavy-Duty Rescue Helicopter,https://images.brickset.com/sets/small/60166-1.jpg,City,Coast Guard,2017,,415,,59.99,49.99,,
60167,Coast Guard Head Quarters,https://images.brickset.com/sets/small/60167-1.jpg,City,Coast Guard,2017,,,,119.99,99.99,,
60168,Sailboat Rescue,,City,Coast Guard,2017,,,,,,,
60169,Cargo Terminal,https://images.brickset.com/sets/small/60169-1.jpg,City,,2017,,,,79.99,74.99,,
66546,The LEGO Batman Movie Super Pack 2-in-1,https://images.brickset.com/sets/small/66546-1.jpg,The LEGO Batman Movie,Product Collection,2017,,378,,44.98,,103,197
70347,King's Guard Artillery,https://images.brickset.com/sets/small/70347-1.jpg,Nexo Knights,Season 3,2017,,98,2,9.99,9.99,408,337
70348,Lance's Twin Jouster,https://images.brickset.com/sets/small/70348-1.jpg,Nexo Knights,Season 3,2017,5.0,216,,19.99,19.99,440,398
70349,Ruina's Lock & Roller,https://images.brickset.com/sets/small/70349-1.jpg,Nexo Knights,Season 3,2017,4.3,208,3,19.99,19.99,517,408
70350,The Three Brothers,https://images.brickset.com/sets/small/70350-1.jpg,Nexo Knights,Season 3,2017,,266,3,29.99,32.99,286,375
70351,Clay's Falcon Fighter Blaster,https://images.brickset.com/sets/small/70351-1.jpg,Nexo Knights,Season 3,2017,,523,,49.99,49.99,285,482
70352,Jestro's Headquarters,https://images.brickset.com/sets/small/70352-1.jpg,Nexo Knights,Season 3,2017,,840,,89.99,99.99,185,419
70353,The Heligoyle,https://images.brickset.com/sets/small/70353-1.jpg,Nexo Knights,Season 4,2017,,318,,29.99,34.99,,
70354,Axl's Rumble Maker,https://images.brickset.com/sets/small/70354-1.jpg,Nexo Knights,Season 4,2017,,318,,39.99,44.99,,
70355,Aaron's Rock Climber,https://images.brickset.com/sets/small/70355-1.jpg,Nexo Knights,Season 4,2017,,598,,59.99,64.99,,
70356,The Stone Colossus of Ultimate Destruction,https://images.brickset.com/sets/small/70356-1.jpg,Nexo Knights,Season 4,2017,,785,,69.99,74.99,,
70357,Knighton Castle,https://images.brickset.com/sets/small/70357-1.jpg,Nexo Knights,Season 4,2017,,1426,,129.99,139.99,,
70358,Aaron's Stone Destroyer,https://images.brickset.com/sets/small/70358-1.jpg,Nexo Knights,Season 3,2017,,251,,24.99,24.99,132,360
70359,Lance vs. Lightning,https://images.brickset.com/sets/small/70359-1.jpg,Nexo Knights,Season 3,2017,,257,,24.99,24.99,194,466
70361,Macy's Bot Drop Dragon,https://images.brickset.com/sets/small/70361-1.jpg,Nexo Knights,Season 4,2017,,153,,14.99,17.99,,
70362,Battle Suit Clay,https://images.brickset.com/sets/small/70362-1.jpg,Nexo Knights,Battle Suits,2017,,79,1,9.99,9.99,641,376
70363,Battle Suit Macy,https://images.brickset.com/sets/small/70363-1.jpg,Nexo Knights,Battle Suits,2017,,66,,9.99,9.99,455,361
70364,Battle Suit Aaron,https://images.brickset.com/sets/small/70364-1.jpg,Nexo Knights,Battle Suits,2017,5.0,80,1,9.99,9.99,523,372
70365,Battle Suit Axl,https://images.brickset.com/sets/small/70365-1.jpg,Nexo Knights,Battle Suits,2017,,88,1,9.99,9.99,639,395
70366,Battle Suit Lance,https://images.brickset.com/sets/small/70366-1.jpg,Nexo Knights,Battle Suits,2017,,83,1,9.99,9.99,518,347
70372,Combo NEXO Powers Wave 1,https://images.brickset.com/sets/small/70372-1.jpg,Nexo Knights,Combo NEXO Powers,2017,4.0,10,,3.99,3.99,455,184
70373,Combo NEXO Powers Wave 2,https://images.brickset.com/sets/small/70373-1.jpg,Nexo Knights,Combo NEXO Powers,2017,,10,,3.99,3.99,,
70606,Spinjitzu Training,,The LEGO Ninjago Movie,,2017,,,,,9.99,,
70607,Ninjago City Chase,,The LEGO Ninjago Movie,,2017,,,,,19.99,,
70608,Master Falls,,The LEGO Ninjago Movie,,2017,,,,,34.99,,
70609,Manta Ray Bomber,,The LEGO Ninjago Movie,,2017,,,,,34.99,,
70610,{?},,The LEGO Ninjago Movie,,2017,,,,,,,
70611,Water Strider,,The LEGO Ninjago Movie,,2017,,,,,44.99,,
70612,Green Ninja Mech Dragon,,The LEGO Ninjago Movie,,2017,,544,,,54.99,,
70613,Garmadon's Shark Mech,,The LEGO Ninjago Movie,,2017,,,,,,,
70614,Lightning Jet,,The LEGO Ninjago Movie,,2017,,,,,69.99,,
70615,Fire Mech,,The LEGO Ninjago Movie,,2017,,,,,79.99,,
70616,{?},,The LEGO Ninjago Movie,,2017,,,,,,,
70617,Temple of the Ultimate Ultimate Weapon,,The LEGO Ninjago Movie,,2017,,,,,99.99,,
70618,Destiny's Bounty,,The LEGO Ninjago Movie,,2017,,,,,169.99,,
70620,{?},,The LEGO Ninjago Movie,,2017,,,,299.99,,,
70621,The Vermillion Attack,https://images.brickset.com/sets/small/70621-1.jpg,Ninjago,The Hands of Time,2017,,83,3,9.99,9.99,661,473
70622,Desert Lightning,https://images.brickset.com/sets/small/70622-1.jpg,Ninjago,The Hands of Time,2017,4.0,201,3,19.99,19.99,260,319
70623,Destiny's Shadow,https://images.brickset.com/sets/small/70623-1.jpg,Ninjago,The Hands of Time,2017,5.0,360,3,29.99,29.99,242,368
70624,Vermillion Invader,https://images.brickset.com/sets/small/70624-1.jpg,Ninjago,The Hands of Time,2017,4.0,313,3,29.99,29.99,181,315
70625,Samurai VXL,https://images.brickset.com/sets/small/70625-1.jpg,Ninjago,The Hands of Time,2017,,428,4,49.99,39.99,175,450
70626,Dawn of Iron Doom,https://images.brickset.com/sets/small/70626-1.jpg,Ninjago,The Hands of Time,2017,5.0,704,6,59.99,59.99,223,486
70627,Dragon's Forge,https://images.brickset.com/sets/small/70627-1.jpg,Ninjago,The Hands of Time,2017,,1137,6,79.99,79.99,332,606
70900,The Joker Balloon Escape,https://images.brickset.com/sets/small/70900-1.jpg,The LEGO Batman Movie,,2017,4.0,124,2,14.99,14.99,3129,1415
70901,Mr. Freeze Ice Attack,https://images.brickset.com/sets/small/70901-1.jpg,The LEGO Batman Movie,,2017,4.7,201,3,19.99,24.99,2403,1189
70902,Catwoman Catcycle Chase,https://images.brickset.com/sets/small/70902-1.jpg,The LEGO Batman Movie,,2017,4.5,139,3,19.99,24.99,2675,1342
70903,The Riddler Riddle Racer,https://images.brickset.com/sets/small/70903-1.jpg,The LEGO Batman Movie,,2017,5.0,254,5,29.99,34.99,2143,1363
70904,Clayface Splat Attack,https://images.brickset.com/sets/small/70904-1.jpg,The LEGO Batman Movie,,2017,4.5,448,2,34.99,34.99,1651,1424
70905,The Batmobile,https://images.brickset.com/sets/small/70905-1.jpg,The LEGO Batman Movie,,2017,5.0,581,5,59.99,59.99,1848,1414
70906,The Joker Notorious Lowrider,https://images.brickset.com/sets/small/70906-1.jpg,The LEGO Batman Movie,,2017,5.0,433,3,49.99,49.99,2597,1872
70907,Killer Croc Tail-Gator,https://images.brickset.com/sets/small/70907-1.jpg,The LEGO Batman Movie,,2017,,460,4,69.99,69.99,973,1523
70908, The Scuttler,https://images.brickset.com/sets/small/70908-1.jpg,The LEGO Batman Movie,,2017,4.0,775,6,79.99,79.99,1215,1674
70909,Batcave Break-In,https://images.brickset.com/sets/small/70909-1.jpg,The LEGO Batman Movie,,2017,4.0,1047,7,99.99,99.99,1744,1548
70910,Scarecrow Special Delivery,https://images.brickset.com/sets/small/70910-1.jpg,The LEGO Batman Movie,,2017,3.5,204,3,19.99,24.99,1550,1339
70911,The Penguin Arctic Roller,https://images.brickset.com/sets/small/70911-1.jpg,The LEGO Batman Movie,,2017,5.0,305,2,29.99,34.99,2431,1845
70912,Arkham Asylum,https://images.brickset.com/sets/small/70912-1.jpg,The LEGO Batman Movie,,2017,4.0,1628,13,149.99,149.99,888,2192
70913,Scarecrow Fearful Face-off,https://images.brickset.com/sets/small/70913-1.jpg,The LEGO Batman Movie,,2017,,141,,14.99,17.99,,
70914,Bane Toxic Truck Attack,https://images.brickset.com/sets/small/70914-1.jpg,The LEGO Batman Movie,,2017,,366,,49.99,54.99,,
70915,Two-Face Double Demolition,https://images.brickset.com/sets/small/70915-1.jpg,The LEGO Batman Movie,,2017,,564,,59.99,54.99,,
70916,The Batwing,https://images.brickset.com/sets/small/70916-1.jpg,The LEGO Batman Movie,,2017,,1053,,89.99,99.99,,
70917,The Ultimate Batmobile,https://images.brickset.com/sets/small/70917-1.jpg,The LEGO Batman Movie,,2017,,1456,,129.99,139.99,,
71017,LEGO Minifigures - The LEGO Batman Movie Series {Random bag},https://images.brickset.com/sets/small/71017-0.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,,,,,387,243
71017,Lobster-Lovin' Batman,https://images.brickset.com/sets/small/71017-12.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,6,1,,,3299,620
71017,Glam Metal Batman,https://images.brickset.com/sets/small/71017-8.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,7,1,,,3127,597
71017,Fairy Batman,https://images.brickset.com/sets/small/71017-5.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,7,1,,,3007,474
71017,Clan of the Cave Batman,https://images.brickset.com/sets/small/71017-4.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,6,1,,,2844,405
71017,Vacation Batman,https://images.brickset.com/sets/small/71017-13.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,4.5,7,1,,,3287,580
71017,Barbara Gordon,https://images.brickset.com/sets/small/71017-14.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,7,1,,,2788,468
71017,Commissioner Gordon,https://images.brickset.com/sets/small/71017-6.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,4.0,6,1,,,2895,558
71017,Arkham Asylum Joker,https://images.brickset.com/sets/small/71017-1.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,5,1,,,2781,440
71017,Dick Grayson,https://images.brickset.com/sets/small/71017-17.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,6,1,,,2897,476
71017,Pink Power Batgirl,https://images.brickset.com/sets/small/71017-10.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,7,1,,,2907,396
71017,Red Hood,https://images.brickset.com/sets/small/71017-18.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,8,1,,,3014,468
71017,Eraser,https://images.brickset.com/sets/small/71017-16.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,5,1,,,2894,488
71017,Nurse Harley Quinn,https://images.brickset.com/sets/small/71017-3.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,6,1,,,3084,529
71017,Orca,https://images.brickset.com/sets/small/71017-9.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,4.0,4,1,,,3001,500
71017,Zodiac Master,https://images.brickset.com/sets/small/71017-20.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,5,1,,,2597,356
71017,Catman,https://images.brickset.com/sets/small/71017-2.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,8,1,,,2846,465
71017,March Harriet,https://images.brickset.com/sets/small/71017-19.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,4.0,5,1,,,2870,477
71017,Calculator,https://images.brickset.com/sets/small/71017-15.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,7,1,,,2818,404
71017,King Tut,https://images.brickset.com/sets/small/71017-7.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,4.0,7,1,,,2833,463
71017,Mime,https://images.brickset.com/sets/small/71017-11.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,5.0,6,1,,,2576,373
71017,LEGO Minifigures - The LEGO Batman Movie Series - Complete,https://images.brickset.com/sets/small/71017-21.jpg,Collectable Minifigures,The LEGO Batman Movie,2017,,125,20,,,1546,363
71017,LEGO Minifigures - The LEGO Batman Movie - Sealed Box,,Collectable Minifigures,The LEGO Batman Movie,2017,,,,3.99,3.99,149,108
71018,LEGO Minifigures - Series 17 {Random bag},https://images.brickset.com/sets/small/71018-0.jpg,Collectable Minifigures,Series 17,2017,,,,,,,
71018,Professional Surfer,https://images.brickset.com/sets/small/71018-1.jpg,Collectable Minifigures,Series 17,2017,,,,,,263,445
71018,Circus Strong Man,https://images.brickset.com/sets/small/71018-2.jpg,Collectable Minifigures,Series 17,2017,,,,,,268,347
71018,Gourmet Chef,https://images.brickset.com/sets/small/71018-3.jpg,Collectable Minifigures,Series 17,2017,,,,,,263,541
71018,Corn Cob Guy,https://images.brickset.com/sets/small/71018-4.jpg,Collectable Minifigures,Series 17,2017,,,,,,358,528
71018,Veterinarian,https://images.brickset.com/sets/small/71018-5.jpg,Collectable Minifigures,Series 17,2017,,,,,,269,557
71018,Hot Dog Man,https://images.brickset.com/sets/small/71018-6.jpg,Collectable Minifigures,Series 17,2017,,,,,,319,617
71018,Butterfly Girl,https://images.brickset.com/sets/small/71018-7.jpg,Collectable Minifigures,Series 17,2017,,,,,,253,441
71018,Roman Gladiator,https://images.brickset.com/sets/small/71018-8.jpg,Collectable Minifigures,Series 17,2017,,,,,,253,404
71018,Connoisseur,https://images.brickset.com/sets/small/71018-9.jpg,Collectable Minifigures,Series 17,2017,,,,,,324,552
71018,Battle Dwarf,https://images.brickset.com/sets/small/71018-10.jpg,Collectable Minifigures,Series 17,2017,,,,,,252,433
71018,Retro Spaceman,https://images.brickset.com/sets/small/71018-11.jpg,Collectable Minifigures,Series 17,2017,,,,,,292,481
71018,Yuppie,https://images.brickset.com/sets/small/71018-12.jpg,Collectable Minifigures,Series 17,2017,,,,,,282,422
71018,Rocket Boy,https://images.brickset.com/sets/small/71018-13.jpg,Collectable Minifigures,Series 17,2017,,,,,,348,578
71018,Dance Instructor,https://images.brickset.com/sets/small/71018-14.jpg,Collectable Minifigures,Series 17,2017,,,,,,268,386
71018,Elf Girl,https://images.brickset.com/sets/small/71018-15.jpg,Collectable Minifigures,Series 17,2017,,,,,,274,451
71018,Highwayman,,Collectable Minifigures,Series 17,2017,4.5,,,3.99,3.99,306,403
71018,LEGO Minifigures - Series 17 - Complete,https://images.brickset.com/sets/small/71018-17.jpg,Collectable Minifigures,Series 17,2017,,,,,,,
71019,LEGO Minifigures - The LEGO Ninjago Movie {Random bag},,Collectable Minifigures,The LEGO Ninjago Movie,2017,,,,,,,
71042,Silent Mary,https://images.brickset.com/sets/small/71042-1.jpg,Pirates of the Caribbean,Dead Men Tell No Tales,2017,,2294,8,199.99,199.99,537,1467
71250,{Ghostbusters Reboot 2},,Dimensions,,2017,,,,,,,
71254,{Teen Titans Go! 1},,Dimensions,,2017,,,,,,,
71255,{Teen Titans Go! 2},,Dimensions,,2017,,,,,,,
71264,The LEGO Batman Movie: Play the Complete Movie,https://images.brickset.com/sets/small/71264-1.jpg,Dimensions,Story Pack,2017,,156,2,44.99,44.99,951,1040
71266,Chase McCain,https://images.brickset.com/sets/small/71266-1.jpg,Dimensions,Fun Pack,2017,,46,,11.99,,26,752
71267,The Goonies Level Pack,https://images.brickset.com/sets/small/71267-1.jpg,Dimensions,Level Pack,2017,,118,,29.99,,36,1182
71286,Michael Knight,https://images.brickset.com/sets/small/71286-1.jpg,Dimensions,Fun Pack,2017,,55,1,14.99,14.99,809,1264
71344,Excalibur Batman,https://images.brickset.com/sets/small/71344-1.jpg,Dimensions,Fun Pack,2017,,57,1,14.99,14.99,1052,1257
71348,Hermione Granger,https://images.brickset.com/sets/small/71348-1.jpg,Dimensions,Fun Pack,2017,,64,,11.99,,40,1014
75144,Snowspeeder,https://images.brickset.com/sets/small/75144-1.jpg,Star Wars,Ultimate Collector Series,2017,,1703,,199.99,199.99,188,3468
75160,U-wing,https://images.brickset.com/sets/small/75160-1.jpg,Star Wars,MicroFighters,2017,4.0,109,1,9.99,8.99,1976,1274
75161,TIE Striker,https://images.brickset.com/sets/small/75161-1.jpg,Star Wars,MicroFighters,2017,,88,1,9.99,8.99,1514,1122
75162,Y-wing,https://images.brickset.com/sets/small/75162-1.jpg,Star Wars,MicroFighters,2017,,90,1,9.99,8.99,1938,1335
75163,Krennic's Imperial Shuttle,https://images.brickset.com/sets/small/75163-1.jpg,Star Wars,MicroFighters,2017,4.0,78,1,9.99,8.99,1680,1197
75164,Rebel Trooper Battle Pack,https://images.brickset.com/sets/small/75164-1.jpg,Star Wars,Rogue One,2017,5.0,120,4,14.99,13.49,1743,1676
75165,Imperial Trooper Battle Pack,https://images.brickset.com/sets/small/75165-1.jpg,Star Wars,Rogue One,2017,5.0,112,4,14.99,13.49,2127,1929
75166,First Order Transport Speeder Battle Pack,https://images.brickset.com/sets/small/75166-1.jpg,Star Wars,The Force Awakens,2017,,117,,14.99,17.99,,
75167,Bounty Hunter Speeder Bike Battle Pack,https://images.brickset.com/sets/small/75167-1.jpg,Star Wars,Original Content,2017,,122,,14.99,17.99,,
75168,Yoda's Jedi Starfighter,https://images.brickset.com/sets/small/75168-1.jpg,Star Wars,The Clone Wars,2017,4.5,262,2,24.99,26.99,1786,1887
75169,Duel on Naboo,https://images.brickset.com/sets/small/75169-1.jpg,Star Wars,Episode I,2017,4.0,208,3,24.99,26.99,1623,1857
75170,The Phantom,https://images.brickset.com/sets/small/75170-1.jpg,Star Wars,Rebels,2017,4.7,269,3,29.99,35.99,1363,1811
75171,Battle on Scarif,https://images.brickset.com/sets/small/75171-1.jpg,Star Wars,Rogue One,2017,,419,4,49.99,53.99,1094,2048
75172,Y-wing Starfighter,https://images.brickset.com/sets/small/75172-1.jpg,Star Wars,Rogue One,2017,5.0,691,5,59.99,62.99,1937,2610
75173,Luke's Landspeeder,https://images.brickset.com/sets/small/75173-1.jpg,Star Wars,Episode IV,2017,3.7,149,4,19.99,17.99,1206,2107
75174,Desert Skiff Escape,https://images.brickset.com/sets/small/75174-1.jpg,Star Wars,Episode VI,2017,,277,4,29.99,35.99,840,2042
75175,A-wing Starfighter,https://images.brickset.com/sets/small/75175-1.jpg,Star Wars,Episode VI,2017,4.0,358,3,39.99,44.99,848,2397
75176,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75177,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75178,Jakku Quadjumper,https://images.brickset.com/sets/small/75178-1.jpg,Star Wars,The Force Awakens,2017,,457,,49.99,69.99,,
75179,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75180,Rathtar Escape,https://images.brickset.com/sets/small/75180-1.jpg,Star Wars,The Force Awakens,2017,,836,,79.99,89.99,,
75182,Republic Fighter Tank,https://images.brickset.com/sets/small/75182-1.jpg,Star Wars,Episode III,2017,,305,,24.99,,,
75183,Darth Vader Transformation ,https://images.brickset.com/sets/small/75183-1.jpg,Star Wars,Episode III,2017,,282,,24.99,34.99,,
75184,Star Wars Advent Calendar,https://images.brickset.com/sets/small/75184-1.jpg,Star Wars,Seasonal,2017,,309,,39.99,,,
75185,Tracker I,https://images.brickset.com/sets/small/75185-1.jpg,Star Wars,Original Content,2017,,557,,69.99,79.99,,
75186,The Arrowhead,https://images.brickset.com/sets/small/75186-1.jpg,Star Wars,Original Content,2017,,775,,89.99,99.99,,
75187,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75188,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75189,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75190,{?},,Star Wars,The Last Jedi,2017,,,,,,,
75191,Jedi Starfighter with Hyperdrive,https://images.brickset.com/sets/small/75191-1.jpg,Star Wars,Episode II,2017,,,,,,,
75192,{?},,Star Wars,,2017,,,,,,,
75193,{?},,Star Wars,,2017,,,,,,,
75523,Scarif Stormtrooper,https://images.brickset.com/sets/small/75523-1.jpg,Star Wars,Buildable Figures,2017,4.0,89,,24.99,22.49,601,903
75524,Chirrut Îmwe,https://images.brickset.com/sets/small/75524-1.jpg,Star Wars,Buildable Figures,2017,5.0,87,,24.99,22.49,521,825
75525,Baze Malbus,https://images.brickset.com/sets/small/75525-1.jpg,Star Wars,Buildable Figures,2017,5.0,148,,24.99,22.49,480,723
75526,{?},,Star Wars,Buildable Figures,2017,,,,,,,
75528,{?},,Star Wars,Buildable Figures,2017,,,,,,,
75529,{?},,Star Wars,Buildable Figures,2017,,,,,,,
75530,{?},,Star Wars,Buildable Figures,2017,,,,,,,
75531,Stormtrooper Commander,https://images.brickset.com/sets/small/75531-1.jpg,Star Wars,Buildable Figures,2017,,100,,24.99,29.99,,
75532,Scout Trooper & Speeder Bike,https://images.brickset.com/sets/small/75532-1.jpg,Star Wars,Buildable Figures,2017,,452,,54.99,59.99,,
75877,Mercedes-AMG GT3,https://images.brickset.com/sets/small/75877-1.jpg,Speed Champions,Mercedes,2017,4.0,196,1,14.99,14.99,926,1076
75878,Bugatti Chiron,https://images.brickset.com/sets/small/75878-1.jpg,Speed Champions,Bugatti,2017,,181,1,14.99,14.99,958,1106
75879,Scuderia Ferrari SF16-H,https://images.brickset.com/sets/small/75879-1.jpg,Speed Champions,Ferrari,2017,,,1,14.99,14.99,631,872
75880,McLaren 720S,https://images.brickset.com/sets/small/75880-1.jpg,Speed Champions,,2017,,,,14.99,,,
75881,2016 Ford GT & 1966 Ford GT40,https://images.brickset.com/sets/small/75881-1.jpg,Speed Champions,Ford,2017,5.0,366,3,29.99,34.99,754,1248
75882,Ferrari FXX K & Development Center,https://images.brickset.com/sets/small/75882-1.jpg,Speed Champions,Ferrari,2017,,494,,49.99,49.99,348,953
75883,Mercedes AMG Petronas Formula One Team,https://images.brickset.com/sets/small/75883-1.jpg,Speed Champions,Mercedes,2017,,941,8,99.99,99.99,213,915
76068,Mighty Micros: Superman vs. Bizarro,https://images.brickset.com/sets/small/76068-1.jpg,DC Comics Super Heroes,Mighty Micros,2017,,93,2,9.99,9.99,963,972
76069,Mighty Micros: Batman vs. Killer Moth,https://images.brickset.com/sets/small/76069-1.jpg,DC Comics Super Heroes,Mighty Micros,2017,,83,2,9.99,9.99,919,926
76070,Mighty Micros: Wonder Woman vs. Doomsday,https://images.brickset.com/sets/small/76070-1.jpg,DC Comics Super Heroes,Mighty Micros,2017,,85,2,9.99,9.99,885,952
76071,Mighty Micros: Spider-Man vs. Scorpion,https://images.brickset.com/sets/small/76071-1.jpg,Marvel Super Heroes,Mighty Micros,2017,,79,2,9.99,9.99,723,959
76072,Mighty Micros: Iron Man vs. Thanos,https://images.brickset.com/sets/small/76072-1.jpg,Marvel Super Heroes,Mighty Micros,2017,,94,2,9.99,9.99,1085,1178
76073,Mighty Micros: Wolverine vs. Magneto,https://images.brickset.com/sets/small/76073-1.jpg,Marvel Super Heroes,Mighty Micros,2017,,85,2,9.99,9.99,891,1094
76075,Wonder Woman Warrior Battle,https://images.brickset.com/sets/small/76075-1.jpg,DC Comics Super Heroes,DC Extended Universe,2017,,286,,29.99,34.99,31,1056
76076,Captain America Jet Pursuit,https://images.brickset.com/sets/small/76076-1.jpg,Marvel Super Heroes,Comics,2017,3.5,160,3,19.99,24.99,714,1125
76077,Iron Man: Detroit Steel Strikes,https://images.brickset.com/sets/small/76077-1.jpg,Marvel Super Heroes,Comics,2017,5.0,377,3,29.99,34.99,1114,1519
76078,Hulk vs. Red Hulk,https://images.brickset.com/sets/small/76078-1.jpg,Marvel Super Heroes,Comics,2017,2.5,375,4,59.99,,464,1400
76079,Ravager Attack,https://images.brickset.com/sets/small/76079-1.jpg,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,3.0,197,3,19.99,24.99,902,1185
76080,Ayesha's Revenge,https://images.brickset.com/sets/small/76080-1.jpg,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,4.0,323,4,29.99,34.99,944,1267
76081,The Milano vs. The Abilisk,https://images.brickset.com/sets/small/76081-1.jpg,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,,460,5,49.99,49.99,741,1289
76082,ATM Heist Battle,https://images.brickset.com/sets/small/76082-1.jpg,Marvel Super Heroes,Spider-Man: Homecoming,2017,,185,,19.99,29.99,,
76083,Beware the Vulture,https://images.brickset.com/sets/small/76083-1.jpg,Marvel Super Heroes,Spider-Man: Homecoming,2017,,375,,39.99,44.99,,
76084,The Ultimate Battle for Asgard,,Marvel Super Heroes,Thor: Ragnarok,2017,,,,49.99,54.99,,
