number,name,image,theme,subtheme,year,rating,pieces,minifigs,us_price,eu_price,owner,want_it
10836,Neighborhood,https://images.brickset.com/sets/small/10836-1.jpg,Duplo,,2017,,98,,59.99,59.99,15,51
10837,Santa's Winter Holiday,,Duplo,,2017,,,,,,,
10838,Pets,https://images.brickset.com/sets/small/10838-1.jpg,Duplo,,2017,,15,,9.99,9.99,83,73
10839,{?},https://images.brickset.com/sets/small/10839-1.jpg,Duplo,,2017,,,,,,,
10840,{?},https://images.brickset.com/sets/small/10840-1.jpg,Duplo,,2017,,,,,,,
10841,{?},https://images.brickset.com/sets/small/10841-1.jpg,Duplo,,2017,,,,,,,
10842,Batcave Challenge,https://images.brickset.com/sets/small/10842-1.jpg,Duplo,Batman,2017,,73,,49.99,49.99,36,76
10843,{Mickey Mouse in racing car},https://images.brickset.com/sets/small/10843-1.jpg,Duplo,Mickey and the Roadster Racers,2017,,,,,,,
10844,Minnie Mouse Bow-tique,https://images.brickset.com/sets/small/10844-1.jpg,Duplo,,2017,,,,,,,
10845,My First Carousel,https://images.brickset.com/sets/small/10845-1.jpg,Duplo,,2017,,24,3,24.99,24.99,49,49
10846,Flo's Café,https://images.brickset.com/sets/small/10846-1.jpg,Duplo,Cars,2017,,,,39.99,,2,19
10847,My First Number Train,https://images.brickset.com/sets/small/10847-1.jpg,Duplo,,2017,,23,2,19.99,19.99,48,25
10848,My First Building Blocks,https://images.brickset.com/sets/small/10848-1.jpg,Duplo,,2017,,80,,,19.99,25,23
10849,My First Plane,https://images.brickset.com/sets/small/10849-1.jpg,Duplo,,2017,,10,,4.99,4.99,71,17
10850,My First Birthday Cake,https://images.brickset.com/sets/small/10850-1.jpg,Duplo,,2017,,8,,4.99,4.99,64,23
10851,My First Bus,https://images.brickset.com/sets/small/10851-1.jpg,Duplo,,2017,,6,,4.99,4.99,76,14
10852,My First Parrot,https://images.brickset.com/sets/small/10852-1.jpg,Duplo,,2017,,7,,4.99,4.99,59,21
10853,Abundant Wildlife Creative Building Set,https://images.brickset.com/sets/small/10853-1.jpg,Duplo,,2017,,75,,,24.99,16,25
10854,Creative Box,https://images.brickset.com/sets/small/10854-1.jpg,Duplo,,2017,,120,,,34.99,9,31
10855,Cinderella's Magical Castle,https://images.brickset.com/sets/small/10855-1.jpg,Duplo,Disney Princess,2017,,56,,34.99,34.99,23,45
10856,Mater's Shed,https://images.brickset.com/sets/small/10856-1.jpg,Duplo,Cars,2017,,,,19.99,,2,20
10857,Piston Cup Race,https://images.brickset.com/sets/small/10857-1.jpg,Duplo,Cars,2017,,,,29.99,,3,19
10952,{?},,Duplo,,2017,,,,,,,
11913,Nexo Knights: Build Your Own Adventure parts ,,Nexo Knights,Miscellaneous,2017,,,,,,,
17101,Creative Toolbox,https://images.brickset.com/sets/small/17101-1.jpg,Boost,,2017,,843,,159.99,159.99,,
21032,Sydney,https://images.brickset.com/sets/small/21032-1.jpg,Architecture,Skylines,2017,,361,,29.99,29.99,1043,1233
21033,Chicago,https://images.brickset.com/sets/small/21033-1.jpg,Architecture,Skylines,2017,,444,,39.99,39.99,879,1235
21034,London,https://images.brickset.com/sets/small/21034-1.jpg,Architecture,Skylines,2017,4.0,468,,39.99,39.99,1423,1549
21035,Solomon R. Guggenheim Museum,https://images.brickset.com/sets/small/21035-1.jpg,Architecture,Landmark Series,2017,,744,,79.99,69.99,363,1203
21036,Arc De Triomphe,https://images.brickset.com/sets/small/21036-1.jpg,Architecture,Landmark Series,2017,,386,,39.99,,,
21129,The Mushroom Island,https://images.brickset.com/sets/small/21129-1.jpg,Minecraft,Minifig-scale,2017,,247,2,19.99,19.99,160,325
21130,The Nether Railway,https://images.brickset.com/sets/small/21130-1.jpg,Minecraft,Minifig-scale,2017,,387,2,29.99,39.99,154,350
21131,The Ice Spikes,https://images.brickset.com/sets/small/21131-1.jpg,Minecraft,Minifig-scale,2017,,454,2,39.99,49.99,96,331
21132,Jungle Temple,https://images.brickset.com/sets/small/21132-1.jpg,Minecraft,Minifig-scale,2017,,598,3,49.99,59.99,69,353
21133,The Witch Hut,https://images.brickset.com/sets/small/21133-1.jpg,Minecraft,Minifig-scale,2017,,502,2,59.99,69.99,92,366
21134,The Waterfall Base,https://images.brickset.com/sets/small/21134-1.jpg,Minecraft,Minifig-scale,2017,,729,4,69.99,89.99,89,365
21135,The Crafting Box 2.0,,Minecraft,Minifig-scale,2017,,,,,,,
21136,The Ocean Monument,https://images.brickset.com/sets/small/21136-1.jpg,Minecraft,Minifig-scale,2017,,1122,,119.99,,,
21137,The Mountain Cave,,Minecraft,Minifig-scale,2017,,,,,,,
21308,Adventure Time,https://images.brickset.com/sets/small/21308-1.jpg,Ideas,Licensed,2017,,495,,49.99,49.99,487,770
21309,NASA Apollo Saturn V,https://images.brickset.com/sets/small/21309-1.jpg,Ideas,,2017,,1969,,119.99,119.99,,
30323,My First Fish,https://images.brickset.com/sets/small/30323-1.jpg,Duplo,,2017,,,,,,47,22
30324,My Town {Random Bag},https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,,,,,6,15
30324,My Town - Female,https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,3,1,,,8,13
30324,My Town - Policeman,https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,3,,,,8,14
30324,My Town - Girl,https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,3,,,,6,14
30324,My Town - Cat,https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,3,,,,13,19
30324,My Town - Male,https://images.brickset.com/sets/small/30324-1.jpg,Duplo,,2017,,3,,,,5,15
30338,Fire Car,https://images.brickset.com/sets/small/30338-1.jpg,Juniors,Fire,2017,,,1,,,136,197
30351,Police Helicopter,https://images.brickset.com/sets/small/30351-1.jpg,City,Police,2017,4.0,44,1,,,1141,301
30352,Police Car,https://images.brickset.com/sets/small/30352-1.jpg,City,Police,2017,4.0,,1,,,940,255
30353,Tractor,https://images.brickset.com/sets/small/30353-1.jpg,City,Construction,2017,,,,,,113,718
30354,Hot Rod ,https://images.brickset.com/sets/small/30354-1.jpg,City,,2017,3.0,38,1,,,799,616
30355,Jungle ATV,https://images.brickset.com/sets/small/30355-1.jpg,City,Jungle,2017,,,,,,,
30376,Knighton Rider,https://images.brickset.com/sets/small/30376-1.jpg,Nexo Knights,Miscellaneous,2017,,,1,,,409,303
30377,Motor Horse,https://images.brickset.com/sets/small/30377-1.jpg,Nexo Knights,,2017,,,,,,49,365
30378,Shrunken Headquarters,https://images.brickset.com/sets/small/30378-1.jpg,Nexo Knights,Miscellaneous,2017,,,1,,,459,352
30400,Gymnastic Bar,https://images.brickset.com/sets/small/30400-1.jpg,Friends,,2017,,26,1,,,281,190
30401,Pool Foam Slide,https://images.brickset.com/sets/small/30401-1.jpg,Friends,Summer,2017,,,1,,,162,192
30402,{Ski practice},,Friends,Snow Resort,2017,,,,,,,
30425,CRU Master's Training Grounds,https://images.brickset.com/sets/small/30425-1.jpg,Ninjago,General,2017,,43,2,,,143,343
30426,Stealthy Swamp Airboat,https://images.brickset.com/sets/small/30426-1.jpg,Ninjago,The Hands of Time,2017,5.0,,1,,,130,277
30449,The Milano,https://images.brickset.com/sets/small/30449-1.jpg,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,,64,,,,119,774
30475,Off Roader,https://images.brickset.com/sets/small/30475-1.jpg,Creator,,2017,,,,,,18,251
30476,Happy Turtle,https://images.brickset.com/sets/small/30476-1.jpg,Creator,,2017,4.0,33,,,,133,415
30477,Chameleon,https://images.brickset.com/sets/small/30477-1.jpg,Creator,,2017,,53,,,,160,578
30478,Santa Claus,,Seasonal,Christmas,2017,,,,,,,
30496,U-Wing Fighter,https://images.brickset.com/sets/small/30496-1.jpg,Star Wars,Rogue One,2017,,55,,3.99,,572,795
30521,The Mini Batmobile,https://images.brickset.com/sets/small/30521-1.jpg,The LEGO Batman Movie,,2017,,68,,,,882,733
30522,Batman in the Phantom Zone,https://images.brickset.com/sets/small/30522-1.jpg,The LEGO Batman Movie,,2017,5.0,59,1,,,1906,822
30523,The Joker Battle Training,https://images.brickset.com/sets/small/30523-1.jpg,The LEGO Batman Movie,,2017,,49,1,,,1421,993
30524,The Mini Batwing,https://images.brickset.com/sets/small/30524-1.jpg,The LEGO Batman Movie,Promotional,2017,5.0,80,,,,2106,617
30546,Krypto Saves the Day,https://images.brickset.com/sets/small/30546-1.jpg,DC Super Hero Girls,Promotional,2017,,55,,,,708,244
30551,Cinderella's Kitchen,https://images.brickset.com/sets/small/30551-1.jpg,Disney,Cinderella,2017,,,1,,,41,348
30607,Disco Batman - Tears of Batman ,https://images.brickset.com/sets/small/30607-1.jpg,The LEGO Batman Movie,Promotional,2017,3.0,13,2,,,3564,925
30611,R2-D2,https://images.brickset.com/sets/small/30611-1.jpg,Star Wars,Promotional,2017,,70,,,,402,2489
30612,Batgirl,https://images.brickset.com/sets/small/30612-1.jpg,The LEGO Batman Movie,Promotional,2017,,9,,,,29,995
31054,Blue Express ,https://images.brickset.com/sets/small/31054-1.jpg,Creator,,2017,5.0,71,,4.99,4.99,878,504
31055,Red Racer,https://images.brickset.com/sets/small/31055-1.jpg,Creator,,2017,,72,,4.99,4.99,402,194
31056,Green Cruiser,https://images.brickset.com/sets/small/31056-1.jpg,Creator,,2017,,122,,9.99,9.99,347,273
31057,Air Blazer,https://images.brickset.com/sets/small/31057-1.jpg,Creator,,2017,,102,,9.99,9.99,291,223
31058,Mighty Dinosaurs,https://images.brickset.com/sets/small/31058-1.jpg,Creator,,2017,4.0,174,,14.99,14.99,1115,873
31059,Sunset Street Bike,https://images.brickset.com/sets/small/31059-1.jpg,Creator,,2017,,194,,19.99,19.99,185,231
31060,Airshow Aces,https://images.brickset.com/sets/small/31060-1.jpg,Creator,,2017,5.0,246,,19.99,19.99,192,225
31062,Robo Explorer,https://images.brickset.com/sets/small/31062-1.jpg,Creator,,2017,5.0,205,,19.99,17.99,945,891
31063,Beachside Vacation,https://images.brickset.com/sets/small/31063-1.jpg,Creator,,2017,,275,2,29.99,26.99,568,1073
31064,Island Adventures,https://images.brickset.com/sets/small/31064-1.jpg,Creator,,2017,4.5,359,1,29.99,29.99,410,825
31065,Park Street Townhouse,https://images.brickset.com/sets/small/31065-1.jpg,Creator,,2017,4.0,566,2,49.99,49.99,955,1900
31066,Space Shuttle Explorer,https://images.brickset.com/sets/small/31066-1.jpg,Creator,,2017,,285,,29.99,34.99,,
31067,Modular Poolside Holiday,https://images.brickset.com/sets/small/31067-1.jpg,Creator,,2017,,356,,29.99,24.99,,
31068,Modular Modern Home,https://images.brickset.com/sets/small/31068-1.jpg,Creator,,2017,,386,,29.99,39.99,,
31069,Modular Family Villa,https://images.brickset.com/sets/small/31069-1.jpg,Creator,,2017,,728,,69.99,64.99,,
31070,Turbo Track Racer,https://images.brickset.com/sets/small/31070-1.jpg,Creator,,2017,,664,,59.99,49.99,,
40171,Hedgehog Storage,https://images.brickset.com/sets/small/40171-1.jpg,Friends,Miscellaneous,2017,,249,,12.99,12.99,191,274
40172,Brick Calendar,https://images.brickset.com/sets/small/40172-1.jpg,Miscellaneous,Desk accessory,2017,5.0,278,1,19.99,19.99,709,558
40174,LEGO Chess,https://images.brickset.com/sets/small/40174-1.jpg,Miscellaneous,,2017,4.0,1450,,54.99,54.99,308,631
40175,{Policeman with cookie and stinger},https://images.brickset.com/sets/small/40175-1.jpg,City,Police,2017,,,1,,,88,471
40234,Year of the Rooster,https://images.brickset.com/sets/small/40234-1.jpg,Creator,Chinese New Year,2017,,,,,,530,315
40236,Romantic Valentine Picnic,https://images.brickset.com/sets/small/40236-1.jpg,Seasonal,Valentine's Day,2017,,126,2,9.99,9.99,2151,627
40237,Easter Egg Hunt,https://images.brickset.com/sets/small/40237-1.jpg,Seasonal,Easter,2017,,145,2,9.99,9.99,1790,623
40238,Halloween,https://images.brickset.com/sets/small/40238-1.jpg,Seasonal,Halloween,2017,,,,,,,
40239,Narwhal,https://images.brickset.com/sets/small/40239-1.jpg,Promotional,Monthly Mini Model Build,2017,5.0,,,,,212,183
40240,Raccoon,https://images.brickset.com/sets/small/40240-1.jpg,Promotional,Monthly Mini Model Build,2017,,,,,,192,195
40241,Platypus,https://images.brickset.com/sets/small/40241-1.jpg,Promotional,Monthly Mini Model Build,2017,,,,,,166,211
40242,Chick,https://images.brickset.com/sets/small/40242-1.jpg,Promotional,Monthly Mini Model Build,2017,,,,,,126,147
40243,Car,https://images.brickset.com/sets/small/40243-1.jpg,Promotional,Monthly Mini Model Build,2017,,,,,,24,126
40244,Dragonfly,,Promotional,Monthly Mini Model Build,2017,,,,,,,
40251,Mini Piggy Bank,,Creator,,2017,,,,,,,
40252,Mini Volkswagen Beetle,https://images.brickset.com/sets/small/40252-1.jpg,Creator,,2017,5.0,141,,,,2461,968
40256,Create The World,https://images.brickset.com/sets/small/40256-1.jpg,Creator,,2017,,,,,,18,217
40265,Tic-Tac-Toe,https://images.brickset.com/sets/small/40265-1.jpg,Friends,,2017,,,,,,,
40266,Storage Box,https://images.brickset.com/sets/small/40266-1.jpg,Friends,Accessories,2017,,105,,,,,
40267,Find A Pair Pack,https://images.brickset.com/sets/small/40267-1.jpg,Duplo,,2017,,,,,,2,27
40268,R3-M2,https://images.brickset.com/sets/small/40268-1.jpg,Star Wars,Rogue One,2017,,21,1,,,253,1629
41143,Berry's Kitchen,https://images.brickset.com/sets/small/41143-1.jpg,Disney,Palace Pets,2017,,61,,5.99,6.99,164,161
41144,Petite's Royal Stable,https://images.brickset.com/sets/small/41144-1.jpg,Disney,Palace Pets,2017,,75,,9.99,9.99,131,157
41145,Ariel and the Magical Spell,https://images.brickset.com/sets/small/41145-1.jpg,Disney,The Little Mermaid,2017,,222,,29.99,34.99,,
41146,Cinderella's Enchanted Evening,https://images.brickset.com/sets/small/41146-1.jpg,Disney,Cinderella,2017,,350,,39.99,,,
41147,Anna's Snow Adventure,https://images.brickset.com/sets/small/41147-1.jpg,Disney,Frozen,2017,,153,1,19.99,19.99,237,374
41148,Elsa's Magical Ice Palace,https://images.brickset.com/sets/small/41148-1.jpg,Disney,Frozen,2017,,701,,79.99,69.99,266,703
41149,Moana's Island Adventure,https://images.brickset.com/sets/small/41149-1.jpg,Disney,Moana,2017,,205,1,24.99,29.99,418,361
41150,Moana's Ocean Voyage,https://images.brickset.com/sets/small/41150-1.jpg,Disney,Moana,2017,4.0,307,2,39.99,39.99,695,485
41181,Naida's Gondola & the Goblin Thief,https://images.brickset.com/sets/small/41181-1.jpg,Elves,,2017,,67,2,9.99,9.99,267,392
41182,The Capture of Sophie Jones,https://images.brickset.com/sets/small/41182-1.jpg,Elves,,2017,,226,2,19.99,19.99,264,424
41183,The Goblin King's Evil Dragon,https://images.brickset.com/sets/small/41183-1.jpg,Elves,,2017,4.0,339,2,29.99,29.99,283,535
41184,Aira's Airship & the Amulet Chase,https://images.brickset.com/sets/small/41184-1.jpg,Elves,,2017,,343,3,39.99,39.99,227,589
41185,Magic Rescue from the Goblin Village,https://images.brickset.com/sets/small/41185-1.jpg,Elves,,2017,,637,5,59.99,59.99,177,576
41186,Azari & the Goblin Forest Escape,https://images.brickset.com/sets/small/41186-1.jpg,Elves,,2017,,145,,19.99,19.99,,
41187,Rosalyn's Healing Hideout,https://images.brickset.com/sets/small/41187-1.jpg,Elves,,2017,,460,,49.99,49.99,,
41188,Breakout from the Goblin King's Fortress,https://images.brickset.com/sets/small/41188-1.jpg,Elves,,2017,,695,,69.99,79.99,,
41189,{?},,Elves,,2017,,,,,,,
41230,Batgirl Batjet Chase,https://images.brickset.com/sets/small/41230-1.jpg,DC Super Hero Girls,,2017,,206,1,24.99,24.99,514,359
41231,Harley Quinn to the Rescue,https://images.brickset.com/sets/small/41231-1.jpg,DC Super Hero Girls,,2017,,217,2,29.99,29.99,358,357
41232,Super Hero High School,https://images.brickset.com/sets/small/41232-1.jpg,DC Super Hero Girls,,2017,,712,3,79.99,79.99,305,366
41233,Lashina Tank,https://images.brickset.com/sets/small/41233-1.jpg,DC Super Hero Girls,,2017,,145,1,14.99,14.99,326,298
41234,Bumblebee Helicopter,https://images.brickset.com/sets/small/41234-1.jpg,DC Super Hero Girls,,2017,,142,1,14.99,14.99,356,297
41235,Wonder Woman Dorm Room,https://images.brickset.com/sets/small/41235-1.jpg,DC Super Hero Girls,,2017,,186,1,19.99,19.99,504,420
41236,Harley Quinn Dorm,https://images.brickset.com/sets/small/41236-1.jpg,DC Super Hero Girls,,2017,,176,,19.99,,,
41237,Batgirl Secret Bunker,https://images.brickset.com/sets/small/41237-1.jpg,DC Super Hero Girls,,2017,,351,,44.99,,,
41238,Lena Luthor Kryptomite Factory,https://images.brickset.com/sets/small/41238-1.jpg,DC Super Hero Girls,,2017,,432,,59.99,,,
41239,Eclipso Dark Palace,https://images.brickset.com/sets/small/41239-1.jpg,DC Super Hero Girls,,2017,,1078,,99.99,,,
41300,Puppy Championship,https://images.brickset.com/sets/small/41300-1.jpg,Friends,Dog Show,2017,,185,1,19.99,19.99,149,213
41301,Puppy Parade,https://images.brickset.com/sets/small/41301-1.jpg,Friends,Dog Show,2017,,145,1,14.99,14.99,200,217
41302,Puppy Pampering,https://images.brickset.com/sets/small/41302-1.jpg,Friends,Dog Show,2017,,45,,4.99,4.99,258,179
41303,Puppy Playground,https://images.brickset.com/sets/small/41303-1.jpg,Friends,Dog Show,2017,,62,,4.99,4.99,230,182
41304,Puppy Treats & Tricks,https://images.brickset.com/sets/small/41304-1.jpg,Friends,Dog Show,2017,,45,,4.99,4.99,221,185
41305,Emma's Photo Studio,https://images.brickset.com/sets/small/41305-1.jpg,Friends,,2017,,96,1,9.99,9.99,314,307
41306,Mia's Beach Scooter,https://images.brickset.com/sets/small/41306-1.jpg,Friends,Summer,2017,4.0,79,1,9.99,9.99,336,291
41307,Olivia's Creative Lab,https://images.brickset.com/sets/small/41307-1.jpg,Friends,,2017,,91,,9.99,9.99,389,344
41308,Stephanie's Friendship Cakes,https://images.brickset.com/sets/small/41308-1.jpg,Friends,,2017,,94,1,9.99,9.99,288,263
41309,Andrea's Musical Duet,https://images.brickset.com/sets/small/41309-1.jpg,Friends,,2017,3.0,86,1,9.99,9.99,173,234
41310,Heartlake Gift Delivery,https://images.brickset.com/sets/small/41310-1.jpg,Friends,Party,2017,,185,1,19.99,19.99,259,313
41311,Heartlake Pizzeria,https://images.brickset.com/sets/small/41311-1.jpg,Friends,,2017,4.0,289,2,29.99,29.99,520,581
41312,Heartlake Sports Centre,https://images.brickset.com/sets/small/41312-1.jpg,Friends,,2017,,328,2,39.99,39.99,165,343
41313,Heartlake Summer Pool,https://images.brickset.com/sets/small/41313-1.jpg,Friends,Summer,2017,,589,2,49.99,49.99,231,417
41314,Stephanie's House,https://images.brickset.com/sets/small/41314-1.jpg,Friends,,2017,,622,3,69.99,69.99,272,512
41315,Heartlake Surf Shop,https://images.brickset.com/sets/small/41315-1.jpg,Friends,Summer,2017,,186,,,19.99,,
41316,Andrea's Speedboat Transporter,https://images.brickset.com/sets/small/41316-1.jpg,Friends,Summer,2017,,309,,,29.99,,
41317,Sunshine Catamaran,https://images.brickset.com/sets/small/41317-1.jpg,Friends,Summer,2017,,603,,,74.99,,
41318,Heartlake Hospital,https://images.brickset.com/sets/small/41318-1.jpg,Friends,,2017,,871,,,99.99,,
41319,{Hot cocoa van},,Friends,Snow Resort,2017,,,,,,,
41320,Heartlake Frozen Yogurt Shop,,Friends,,2017,,,,,,,
41321,Snow Resort Off-Roader,https://images.brickset.com/sets/small/41321-1.jpg,Friends,Snow Resort,2017,,,,14.99,17.99,,
41322,Snow Resort Ice Rink,https://images.brickset.com/sets/small/41322-1.jpg,Friends,Snow Resort,2017,,307,,,29.99,,
41323,Snow Resort Chalet,https://images.brickset.com/sets/small/41323-1.jpg,Friends,Snow Resort,2017,,402,,,44.99,,
41324,Snow Resort Ski Lift,https://images.brickset.com/sets/small/41324-1.jpg,Friends,Snow Resort,2017,,585,,,59.99,,
41326,Friends Advent Calendar,https://images.brickset.com/sets/small/41326-1.jpg,Friends,Seasonal,2017,,217,,29.99,,,
41328,{?},,Friends,,2017,,,,,,,
41329,{?},,Friends,,2017,,,,,,,
41330,{?},,Friends,,2017,,,,,,,
41585,Batman,https://images.brickset.com/sets/small/41585-1.jpg,BrickHeadz,DC Comics Super Heroes,2017,,91,,9.99,9.99,989,514
41586,Batgirl,https://images.brickset.com/sets/small/41586-1.jpg,BrickHeadz,DC Comics Super Heroes,2017,,99,,9.99,9.99,716,475
41587,Robin,https://images.brickset.com/sets/small/41587-1.jpg,BrickHeadz,DC Comics Super Heroes,2017,,101,,9.99,9.99,798,467
41588,The Joker,https://images.brickset.com/sets/small/41588-1.jpg,BrickHeadz,DC Comics Super Heroes,2017,,151,,9.99,9.99,928,507
41589,Captain America,https://images.brickset.com/sets/small/41589-1.jpg,BrickHeadz,Marvel Super Heroes,2017,,79,,9.99,9.99,791,505
41590,Iron Man,https://images.brickset.com/sets/small/41590-1.jpg,BrickHeadz,Marvel Super Heroes,2017,,96,,9.99,9.99,823,567
41591,Black Widow,https://images.brickset.com/sets/small/41591-1.jpg,BrickHeadz,Marvel Super Heroes,2017,,143,,9.99,9.99,641,498
41592,The Hulk,https://images.brickset.com/sets/small/41592-1.jpg,BrickHeadz,Marvel Super Heroes,2017,,93,,9.99,9.99,618,464
41593,Captain Jack Sparrow,https://images.brickset.com/sets/small/41593-1.jpg,BrickHeadz,Disney,2017,,109,,9.99,9.99,548,504
41594,Captain Armando Salazar,https://images.brickset.com/sets/small/41594-1.jpg,BrickHeadz,Disney,2017,,118,,9.99,9.99,477,437
41595,Belle,https://images.brickset.com/sets/small/41595-1.jpg,BrickHeadz,Disney,2017,,139,,9.99,9.99,750,402
41596,Beast,https://images.brickset.com/sets/small/41596-1.jpg,BrickHeadz,Disney,2017,,116,,9.99,9.99,707,403
42057,Ultralight Helicopter,https://images.brickset.com/sets/small/42057-1.jpg,Technic,,2017,5.0,199,,19.99,14.99,563,462
42058,Stunt Bike,https://images.brickset.com/sets/small/42058-1.jpg,Technic,,2017,5.0,140,,19.99,19.99,312,341
42059,Stunt Truck,https://images.brickset.com/sets/small/42059-1.jpg,Technic,,2017,5.0,142,,19.99,19.99,324,344
42060,Roadwork Crew,https://images.brickset.com/sets/small/42060-1.jpg,Technic,,2017,4.0,365,,29.99,19.99,333,396
42061,Telehandler,https://images.brickset.com/sets/small/42061-1.jpg,Technic,,2017,4.3,260,,39.99,29.99,393,482
42062,Container Yard,https://images.brickset.com/sets/small/42062-1.jpg,Technic,,2017,,631,,,49.99,284,660
42063,BMW R 1200 GS Adventure,https://images.brickset.com/sets/small/42063-1.jpg,Technic,,2017,,603,,59.99,49.99,1047,1141
42064,Ocean Explorer,https://images.brickset.com/sets/small/42064-1.jpg,Technic,,2017,,1327,,,89.99,472,1420
42065,RC Tracked Racer,https://images.brickset.com/sets/small/42065-1.jpg,Technic,,2017,4.5,370,,,79.99,684,1289
42066,Air Race Jet,https://images.brickset.com/sets/small/42066-1.jpg,Technic,,2017,,1151,,159.99,119.99,305,826
42068,Airport Rescue Vehicle,https://images.brickset.com/sets/small/42068-1.jpg,Technic,,2017,,,,99.99,,,
42069,Extreme Adventure,https://images.brickset.com/sets/small/42069-1.jpg,Technic,,2017,,,,179.99,,,
42070,6x6 All Terrain Tow Truck,https://images.brickset.com/sets/small/42070-1.jpg,Technic,,2017,,1862,,289.99,,,
45021,Our Town,https://images.brickset.com/sets/small/45021-1.jpg,Education,Duplo,2017,,,,,,1,5
60135,ATV Arrest,https://images.brickset.com/sets/small/60135-1.jpg,City,Police,2017,,47,,6.99,5.99,642,436
60136,Police Starter Set,https://images.brickset.com/sets/small/60136-1.jpg,City,Police,2017,5.0,80,4,9.99,9.99,803,566
