number,name,image,theme,subtheme,year,rating,pieces,minifigs,us_price,eu_price,owner,want_it
10246,Detective's Office,https://images.brickset.com/sets/small/10246-1.jpg,Advanced Models,Modular Buildings,2015,4.8,2262,6,159.99,149.99,11752,5142
10247,Ferris Wheel,https://images.brickset.com/sets/small/10247-1.jpg,Advanced Models,Fairground,2015,5.0,2464,10,199.99,179.99,5625,3366
10248,Ferrari F40,https://images.brickset.com/sets/small/10248-1.jpg,Advanced Models,Vehicles,2015,5.0,1158,,99.99,89.99,4752,2088
10249,Winter Toy Shop,https://images.brickset.com/sets/small/10249-1.jpg,Advanced Models,Winter Village,2015,4.7,898,8,79.99,69.99,5881,2061
10581,Ducks,https://images.brickset.com/sets/small/10581-1.jpg,Duplo,Forest Animals,2015,,13,1,9.99,6.99,508,115
10582,Animals,https://images.brickset.com/sets/small/10582-1.jpg,Duplo,Forest Animals,2015,,39,2,19.99,19.99,301,99
10583,Fishing Trip,https://images.brickset.com/sets/small/10583-1.jpg,Duplo,Forest Animals,2015,,32,2,24.99,17.49,272,106
10584,Forest,https://images.brickset.com/sets/small/10584-1.jpg,Duplo,Forest Animals,2015,,105,3,59.99,59.99,370,168
10585,Mom and Baby,https://images.brickset.com/sets/small/10585-1.jpg,Duplo,,2015,5.0,13,2,9.99,9.99,263,59
10586,Ice Cream Truck,https://images.brickset.com/sets/small/10586-1.jpg,Duplo,,2015,,11,2,14.99,14.99,228,44
10587,Café,https://images.brickset.com/sets/small/10587-1.jpg,Duplo,,2015,,52,3,19.99,19.99,233,54
10589,Rally Car,https://images.brickset.com/sets/small/10589-1.jpg,Duplo,,2015,,13,1,14.99,14.99,242,33
10590,Airport,https://images.brickset.com/sets/small/10590-1.jpg,Duplo,,2015,,29,3,19.99,19.99,622,69
10591,Fire Boat,https://images.brickset.com/sets/small/10591-1.jpg,Duplo,Fire,2015,,19,1,14.99,14.99,219,38
10592,Fire Truck,https://images.brickset.com/sets/small/10592-1.jpg,Duplo,Fire,2015,,26,1,24.99,24.99,311,54
10593,Fire Station,https://images.brickset.com/sets/small/10593-1.jpg,Duplo,Fire,2015,,105,,49.99,59.99,164,62
10594,Sofia the First Royal Stable,https://images.brickset.com/sets/small/10594-1.jpg,Duplo,,2015,,38,1,24.99,24.99,157,50
10595,Sofia the First Royal Castle,https://images.brickset.com/sets/small/10595-1.jpg,Duplo,,2015,,87,2,49.99,49.99,161,67
10596,Disney Princess Collection,https://images.brickset.com/sets/small/10596-1.jpg,Duplo,Disney Princess,2015,,63,3,39.99,39.99,142,73
10597,Mickey & Minnie Birthday Parade,https://images.brickset.com/sets/small/10597-1.jpg,Duplo,,2015,,24,2,24.99,24.99,431,77
10599,Batman Adventure,https://images.brickset.com/sets/small/10599-1.jpg,Duplo,Batman,2015,,47,3,39.99,39.99,175,106
10600,Classic Race,https://images.brickset.com/sets/small/10600-1.jpg,Duplo,Cars,2015,,29,,24.99,24.99,254,61
10601,Delivery Vehicle,https://images.brickset.com/sets/small/10601-1.jpg,Duplo,,2015,,19,1,19.99,19.99,171,37
10602,Camping,https://images.brickset.com/sets/small/10602-1.jpg,Duplo,,2015,,38,3,29.99,20.99,133,56
10603,My First Bus,https://images.brickset.com/sets/small/10603-1.jpg,Duplo,,2015,,17,1,14.99,14.99,177,24
10604,Jake and the Never Land Pirates Treasure Island,https://images.brickset.com/sets/small/10604-1.jpg,Duplo,Jake and the Never Land Pirates,2015,,25,2,19.99,9.99,136,45
10605,Doc McStuffins Rosie the Ambulance,https://images.brickset.com/sets/small/10605-1.jpg,Duplo,Doc McStuffins,2015,,16,1,19.99,9.99,130,36
10606,Doc McStuffins Backyard Clinic,https://images.brickset.com/sets/small/10606-1.jpg,Duplo,Doc McStuffins,2015,,39,1,29.99,34.99,185,54
10607,Spider-Man Web-Bike Workshop,https://images.brickset.com/sets/small/10607-1.jpg,Duplo,Spider-Man,2015,,13,1,14.99,14.99,192,81
10608,Spider-Man Spider Truck Adventure,https://images.brickset.com/sets/small/10608-1.jpg,Duplo,Spider-Man,2015,,28,2,29.99,29.99,125,79
10615,My First Tractor,https://images.brickset.com/sets/small/10615-1.jpg,Duplo,,2015,,12,2,14.99,14.99,341,38
10616,My First Playhouse,https://images.brickset.com/sets/small/10616-1.jpg,Duplo,,2015,,25,2,19.99,19.99,310,47
10617,My First Farm,https://images.brickset.com/sets/small/10617-1.jpg,Duplo,,2015,,26,2,19.99,19.99,396,52
10618,Creative Building Box,https://images.brickset.com/sets/small/10618-1.jpg,Duplo,,2015,,70,2,24.99,24.99,142,31
10622,Large Creative Box,https://images.brickset.com/sets/small/10622-1.jpg,Duplo,,2015,,193,2,59.99,59.99,118,22
10623,DUPLO Basic Bricks – Large,https://images.brickset.com/sets/small/10623-1.jpg,Duplo,,2015,,60,,,11.89,46,14
10677,Beach Trip,https://images.brickset.com/sets/small/10677-1.jpg,Juniors,Girl,2015,,74,1,9.99,9.99,709,250
10679,Pirate Treasure Hunt,https://images.brickset.com/sets/small/10679-1.jpg,Juniors,Fantasy,2015,4.7,57,2,9.99,9.99,1469,401
10680,Garbage Truck,https://images.brickset.com/sets/small/10680-1.jpg,Juniors,City,2015,4.0,99,2,19.99,19.99,721,328
10683,Road Work Truck,https://images.brickset.com/sets/small/10683-1.jpg,Juniors,City,2015,,132,2,19.99,19.99,638,262
10684,Supermarket Suitcase,https://images.brickset.com/sets/small/10684-1.jpg,Juniors,Girl,2015,,134,2,19.99,24.99,733,369
10685,Fire Suitcase,https://images.brickset.com/sets/small/10685-1.jpg,Juniors,City,2015,,113,2,19.99,24.99,652,190
10686,Family House,https://images.brickset.com/sets/small/10686-1.jpg,Juniors,Girl,2015,4.0,226,3,29.99,34.99,523,216
10687,Spider-Man Hideout,https://images.brickset.com/sets/small/10687-1.jpg,Juniors,Marvel Super Heroes,2015,,137,3,29.99,34.99,847,419
10692,Creative Bricks,https://images.brickset.com/sets/small/10692-1.jpg,Classic,,2015,4.0,221,,16.99,14.99,1130,232
10693,Creative Supplement,https://images.brickset.com/sets/small/10693-1.jpg,Classic,,2015,,303,,19.99,19.99,1306,265
10694,Creative Supplement Bright,https://images.brickset.com/sets/small/10694-1.jpg,Classic,,2015,,303,,19.99,19.99,943,268
10695,Creative Building Box,https://images.brickset.com/sets/small/10695-1.jpg,Classic,,2015,,580,,24.99,17.49,1085,273
10696,Medium Creative Brick Box,https://images.brickset.com/sets/small/10696-1.jpg,Classic,,2015,,484,,34.99,29.99,1498,299
10697,XXXL Box,https://images.brickset.com/sets/small/10697-1.jpg,Classic,,2015,,1500,,59.99,41.99,1457,383
10698,Large Creative Brick Box,https://images.brickset.com/sets/small/10698-1.jpg,Classic,,2015,,790,,59.99,44.99,1135,319
10699,32x32 Sand Baseplate,https://images.brickset.com/sets/small/10699-1.jpg,Classic,,2015,5.0,1,,7.99,7.99,2700,686
10700,32x32 Green Baseplate,https://images.brickset.com/sets/small/10700-1.jpg,Classic,,2015,,1,,7.99,7.99,2571,555
10701,48x48 Grey Baseplate,https://images.brickset.com/sets/small/10701-1.jpg,Classic,,2015,,1,,14.99,14.99,2463,610
11908,Friends: Build your own Adventure parts,https://images.brickset.com/sets/small/11908-1.jpg,Friends,,2015,4.0,77,,,,100,133
11909,Ninjago: Build your own Adventure parts,https://images.brickset.com/sets/small/11909-1.jpg,Ninjago,Book Parts,2015,5.0,74,1,,,204,157
11910,Micro-Scale Space Cruiser,https://images.brickset.com/sets/small/11910-1.jpg,Space,Classic,2015,,102,,,,792,430
21022,Lincoln Memorial,https://images.brickset.com/sets/small/21022-1.jpg,Architecture,Landmark Series,2015,3.0,274,,29.99,29.99,2642,1153
21023,"Flatiron Building, New York",https://images.brickset.com/sets/small/21023-1.jpg,Architecture,Landmark Series,2015,,471,,39.99,27.99,2653,1359
21024,Louvre,https://images.brickset.com/sets/small/21024-1.jpg,Architecture,,2015,5.0,695,,59.99,59.99,2866,1728
21119,The Dungeon,https://images.brickset.com/sets/small/21119-1.jpg,Minecraft,Minifig-scale,2015,4.5,219,3,19.99,19.99,1565,659
21120,The Snow Hideout,https://images.brickset.com/sets/small/21120-1.jpg,Minecraft,Minifig-scale,2015,4.0,327,3,39.99,39.99,1142,731
21121,The Desert Outpost,https://images.brickset.com/sets/small/21121-1.jpg,Minecraft,Minifig-scale,2015,,519,4,59.99,69.99,962,792
21122,The Nether Fortress,https://images.brickset.com/sets/small/21122-1.jpg,Minecraft,Minifig-scale,2015,2.3,571,4,79.99,89.99,870,786
21301,Birds,https://images.brickset.com/sets/small/21301-1.jpg,Ideas,,2015,4.0,580,,44.99,44.99,4987,1406
21302,The Big Bang Theory,https://images.brickset.com/sets/small/21302-1.jpg,Ideas,Licensed,2015,4.3,484,7,59.99,59.99,7497,1555
21303,WALL-E,https://images.brickset.com/sets/small/21303-1.jpg,Ideas,Licensed,2015,5.0,677,,59.99,49.99,9608,2277
21304,Doctor Who,https://images.brickset.com/sets/small/21304-1.jpg,Ideas,Licensed,2015,5.0,623,6,59.99,41.99,6375,1167
30202,Smoothie Stand,https://images.brickset.com/sets/small/30202-1.jpg,Friends,,2015,3.0,37,1,,3.99,1388,442
30203,Mini Golf,https://images.brickset.com/sets/small/30203-1.jpg,Friends,,2015,3.0,26,1,,,1607,435
30204,Wish Fountain,https://images.brickset.com/sets/small/30204-1.jpg,Friends,,2015,3.0,44,1,3.99,3.99,1216,420
30205,Pop Star Red Carpet,https://images.brickset.com/sets/small/30205-1.jpg,Friends,Pop Star,2015,4.0,33,1,4.99,,2058,235
30217,Forest {Random Bag},https://images.brickset.com/sets/small/30217-1.jpg,Duplo,Forest Animals,2015,,4,,,,21,37
30217,Forest - Squirrel,https://images.brickset.com/sets/small/30217-2.jpg,Duplo,Forest Animals,2015,,4,,,,70,42
30217,Forest - Rabbit,https://images.brickset.com/sets/small/30217-3.jpg,Duplo,Forest Animals,2015,,4,,,,63,41
30217,Forest - Deer,https://images.brickset.com/sets/small/30217-4.jpg,Duplo,Forest Animals,2015,,4,,,,71,40
30217,Forest - Bear,https://images.brickset.com/sets/small/30217-5.jpg,Duplo,Forest Animals,2015,,4,,,,63,41
30218,Snail,https://images.brickset.com/sets/small/30218-1.jpg,Duplo,,2015,,6,,,,209,53
30256,Ice Bear Mech,https://images.brickset.com/sets/small/30256-1.jpg,Legends of Chima,Fire vs. Ice,2015,4.5,39,1,3.99,,1355,411
30259,Azari's Magic Fire,https://images.brickset.com/sets/small/30259-1.jpg,Elves,,2015,3.0,27,1,,,2369,292
30272,A-Wing Starfighter,https://images.brickset.com/sets/small/30272-1.jpg,Star Wars,Episode VI,2015,3.5,58,,,3.99,1805,961
30274,AT-DP,https://images.brickset.com/sets/small/30274-1.jpg,Star Wars,Rebels,2015,4.2,65,,,3.99,4091,842
30275,TIE Advanced Prototype,https://images.brickset.com/sets/small/30275-1.jpg,Star Wars,Rebels,2015,3.3,47,,,0.00,3450,700
30276,First Order Special Forces TIE Fighter,https://images.brickset.com/sets/small/30276-1.jpg,Star Wars,The Force Awakens,2015,4.5,41,,3.99,,3572,662
30283,Off-Road,https://images.brickset.com/sets/small/30283-1.jpg,Creator,,2015,4.0,43,,,3.99,1488,466
30284,Tractor,https://images.brickset.com/sets/small/30284-1.jpg,Creator,,2015,4.0,51,,,,2943,540
30285,Tiger,https://images.brickset.com/sets/small/30285-1.jpg,Creator,,2015,4.3,73,,3.99,3.99,2723,400
30286,Christmas Tree,https://images.brickset.com/sets/small/30286-1.jpg,Creator,Seasonal,2015,4.0,65,,,,1995,602
30291,Anacondrai Battle Mech,https://images.brickset.com/sets/small/30291-1.jpg,Ninjago,Tournament of Elements,2015,4.0,43,1,,3.99,1115,375
30292,Jay's Nano Mech,https://images.brickset.com/sets/small/30292-1.jpg,Ninjago,Tournament of Elements,2015,4.5,54,1,,3.99,853,499
30293,Kai Drifter,https://images.brickset.com/sets/small/30293-1.jpg,Ninjago,Tournament of Elements,2015,,43,1,,,3136,299
30294,The Cowler Dragon,https://images.brickset.com/sets/small/30294-1.jpg,Ninjago,Possession,2015,5.0,,1,4.99,,930,390
30303,The Joker Bumper Car,https://images.brickset.com/sets/small/30303-1.jpg,DC Comics Super Heroes,Batman,2015,4.6,47,1,3.99,,4306,1147
30304,The Avengers Quinjet,https://images.brickset.com/sets/small/30304-1.jpg,Marvel Super Heroes,Avengers: Age of Ultron,2015,3.0,56,,,,691,948
30305,Spider-Man Super Jumper,https://images.brickset.com/sets/small/30305-1.jpg,Marvel Super Heroes,Ultimate Spider-Man,2015,2.0,38,1,,,3588,665
30311,Swamp Police Helicopter,https://images.brickset.com/sets/small/30311-1.jpg,City,Swamp Police,2015,3.7,51,1,3.49,3.99,2805,521
30312,Demolition Driller,https://images.brickset.com/sets/small/30312-1.jpg,City,Construction,2015,2.0,40,1,,,4578,768
30313,Garbage Truck,https://images.brickset.com/sets/small/30313-1.jpg,City,Traffic,2015,4.0,48,1,3.49,,3884,1006
30314,Go-Kart Racer,https://images.brickset.com/sets/small/30314-1.jpg,City,Traffic,2015,3.0,45,1,,3.99,2249,621
30315,Space Utility Vehicle,https://images.brickset.com/sets/small/30315-1.jpg,City,Space,2015,3.0,37,1,3.99,,3587,599
30320,Gallimimus Trap,https://images.brickset.com/sets/small/30320-1.jpg,Jurassic World,,2015,5.0,29,,,,1764,876
31027,Blue Racer,https://images.brickset.com/sets/small/31027-1.jpg,Creator,,2015,5.0,67,,4.99,4.99,2514,254
31028,Sea Plane,https://images.brickset.com/sets/small/31028-1.jpg,Creator,,2015,3.5,53,,4.99,4.99,2896,338
31029,Cargo Heli,https://images.brickset.com/sets/small/31029-1.jpg,Creator,,2015,,132,,9.99,9.99,1989,307
31030,Red Go-Kart,https://images.brickset.com/sets/small/31030-1.jpg,Creator,,2015,5.0,106,,9.99,9.99,2098,498
31031,Rainforest Animals,https://images.brickset.com/sets/small/31031-1.jpg,Creator,,2015,5.0,215,,14.99,14.99,4444,827
31032,Red Creatures,https://images.brickset.com/sets/small/31032-1.jpg,Creator,,2015,4.7,221,,14.99,14.99,3355,826
31033,Vehicle Transporter,https://images.brickset.com/sets/small/31033-1.jpg,Creator,,2015,,264,,24.99,19.99,1442,462
31034,Future Flyer,https://images.brickset.com/sets/small/31034-1.jpg,Creator,,2015,5.0,237,,24.99,19.99,1561,649
31035,Beach Hut,https://images.brickset.com/sets/small/31035-1.jpg,Creator,,2015,4.0,286,2,29.99,24.99,4636,1690
31036,Toy & Grocery Shop,https://images.brickset.com/sets/small/31036-1.jpg,Creator,,2015,3.3,466,2,39.99,34.99,5728,2012
31037,Adventure Vehicles,https://images.brickset.com/sets/small/31037-1.jpg,Creator,,2015,5.0,282,,24.99,19.99,1603,673
31038,Changing Seasons,https://images.brickset.com/sets/small/31038-1.jpg,Creator,,2015,4.0,536,2,49.99,49.99,4787,1917
31039,Blue Power Jet,https://images.brickset.com/sets/small/31039-1.jpg,Creator,,2015,4.5,608,,69.99,38.49,2520,1184
40120,Valentine's Day Dinner,https://images.brickset.com/sets/small/40120-1.jpg,Seasonal,Valentine's Day,2015,5.0,114,2,9.99,9.99,3677,1278
40121,Painting Easter Eggs,https://images.brickset.com/sets/small/40121-1.jpg,Seasonal,Easter,2015,5.0,153,2,9.99,9.99,4138,1108
40122,Trick or Treat Halloween Set,https://images.brickset.com/sets/small/40122-1.jpg,Seasonal,Halloween,2015,4.0,133,2,9.99,9.99,3481,857
40123,Thanksgiving Feast,https://images.brickset.com/sets/small/40123-1.jpg,Seasonal,Thanksgiving,2015,4.7,158,2,9.99,9.99,3359,756
40124,Winter Fun,https://images.brickset.com/sets/small/40124-1.jpg,Seasonal,Christmas,2015,3.0,107,2,9.99,9.99,3673,760
40125,Santa's Visit,https://images.brickset.com/sets/small/40125-1.jpg,Seasonal,Christmas,2015,5.0,167,1,9.99,9.99,4390,896
40126,Alien,https://images.brickset.com/sets/small/40126-1.jpg,Promotional,Monthly Mini Model Build,2015,,55,,,,342,155
40127,Space Shuttle,https://images.brickset.com/sets/small/40127-1.jpg,Promotional,Monthly Mini Model Build,2015,4.0,39,,,,470,345
40128,Robot,https://images.brickset.com/sets/small/40128-1.jpg,Promotional,Monthly Mini Model Build,2015,5.0,50,,,,421,263
40129,UFO,https://images.brickset.com/sets/small/40129-1.jpg,Promotional,Monthly Mini Model Build,2015,,39,,,,318,210
40130,Koala,https://images.brickset.com/sets/small/40130-1.jpg,Promotional,Monthly Mini Model Build,2015,,65,,,,390,178
40131,Parrot,https://images.brickset.com/sets/small/40131-1.jpg,Promotional,Monthly Mini Model Build,2015,,55,,,,466,232
40132,Whale,https://images.brickset.com/sets/small/40132-1.jpg,Promotional,Monthly Mini Model Build,2015,,,,,,314,112
40133,Kangaroo,https://images.brickset.com/sets/small/40133-1.jpg,Promotional,Monthly Mini Model Build,2015,3.0,49,,,,334,115
40134,Scuba Diver,https://images.brickset.com/sets/small/40134-1.jpg,Promotional,Monthly Mini Model Build,2015,,,,,,286,82
40135,Angler Fish,https://images.brickset.com/sets/small/40135-1.jpg,Promotional,Monthly Mini Model Build,2015,,29,,0.00,0.00,274,96
40136,Shark,https://images.brickset.com/sets/small/40136-1.jpg,Promotional,Monthly Mini Model Build,2015,,,,,,279,133
40137,Submarine,https://images.brickset.com/sets/small/40137-1.jpg,Promotional,Monthly Mini Model Build,2015,,,,,,243,116
40138,Christmas Train,https://images.brickset.com/sets/small/40138-1.jpg,Seasonal,Christmas,2015,5.0,233,,0.00,0.00,5848,709
40139,Gingerbread House,https://images.brickset.com/sets/small/40139-1.jpg,Seasonal,Christmas,2015,5.0,277,,,,6374,1068
40140,Flower Cart,https://images.brickset.com/sets/small/40140-1.jpg,Creator,,2015,4.5,71,1,4.99,0.01,5704,1591
40141,Bricktober Hotel,https://images.brickset.com/sets/small/40141-1.jpg,Promotional,Toys R Us,2015,,204,,,,1344,437
40142,Bricktober Train Station,https://images.brickset.com/sets/small/40142-1.jpg,Promotional,Toys R Us,2015,,180,,,,1317,439
40143,Bricktober Bakery,https://images.brickset.com/sets/small/40143-1.jpg,Promotional,Toys R Us,2015,5.0,234,,,,1334,433
40144,Bricktober Toys R Us Store,https://images.brickset.com/sets/small/40144-1.jpg,Promotional,Toys R Us,2015,,165,,,,1388,448
40146,Lufthansa Plane,https://images.brickset.com/sets/small/40146-1.jpg,Promotional,,2015,,67,1,,,191,752
40148,Year of the Sheep,https://images.brickset.com/sets/small/40148-1.jpg,Creator,Chinese New Year,2015,,99,,,,850,367
40153,Birthday Table Decoration,https://images.brickset.com/sets/small/40153-1.jpg,Miscellaneous,,2015,5.0,120,,9.99,7.99,3209,580
40154,Iconic Pencil Pot,https://images.brickset.com/sets/small/40154-1.jpg,Miscellaneous,Desk Accessory,2015,4.0,174,2,14.99,12.99,2145,707
40155,Piggy Coin Bank,https://images.brickset.com/sets/small/40155-1.jpg,Miscellaneous,,2015,,148,,14.99,12.99,1753,392
40156,Organiser,https://images.brickset.com/sets/small/40156-1.jpg,Friends,,2015,,171,,16.99,7.49,413,223
40158,Pirates Chess Set,https://images.brickset.com/sets/small/40158-1.jpg,Pirates,,2015,4.5,857,20,59.99,27.49,3154,997
41060,Sleeping Beauty's Royal Bedroom,https://images.brickset.com/sets/small/41060-1.jpg,Disney,Sleeping Beauty,2015,,96,1,12.99,12.99,1705,458
41061,Jasmine's Exotic Palace,https://images.brickset.com/sets/small/41061-1.jpg,Disney,Aladdin,2015,,143,1,19.99,24.99,1850,520
41062,Elsa's Sparkling Ice Castle,https://images.brickset.com/sets/small/41062-1.jpg,Disney,Frozen,2015,4.5,292,3,39.99,39.99,4280,773
41063,Ariel's Undersea Palace,https://images.brickset.com/sets/small/41063-1.jpg,Disney,The Little Mermaid,2015,,379,2,54.99,59.99,1519,728
41071,Aira's Creative Workshop,https://images.brickset.com/sets/small/41071-1.jpg,Elves,,2015,4.0,98,1,9.99,9.99,2122,418
41072,Naida's Spa Secret,https://images.brickset.com/sets/small/41072-1.jpg,Elves,,2015,3.0,249,1,19.99,19.99,1764,493
41073,Naida's Epic Adventure Ship,https://images.brickset.com/sets/small/41073-1.jpg,Elves,,2015,4.0,312,2,29.99,20.99,2236,552
41074,Azari and the Magical Bakery,https://images.brickset.com/sets/small/41074-1.jpg,Elves,,2015,,324,2,29.99,29.99,1764,584
41075,The Elves' Treetop Hideaway,https://images.brickset.com/sets/small/41075-1.jpg,Elves,,2015,4.0,505,3,49.99,49.99,1942,686
41076,Farran and the Crystal Hollow,https://images.brickset.com/sets/small/41076-1.jpg,Elves,,2015,4.0,175,1,14.99,14.99,2101,470
41077,Aira's Pegasus Sleigh,https://images.brickset.com/sets/small/41077-1.jpg,Elves,,2015,4.0,319,2,29.99,39.99,1477,598
41078,Skyra's Mysterious Sky Castle,https://images.brickset.com/sets/small/41078-1.jpg,Elves,,2015,5.0,808,3,79.99,89.99,1449,654
41085,Vet Clinic,https://images.brickset.com/sets/small/41085-1.jpg,Friends,Vet,2015,4.0,192,1,19.99,19.99,1829,608
41086,Vet Ambulance,https://images.brickset.com/sets/small/41086-1.jpg,Friends,Vet,2015,3.0,89,1,9.99,9.99,1529,435
41087,Bunny & Babies,https://images.brickset.com/sets/small/41087-1.jpg,Friends,Vet,2015,4.0,47,,4.99,4.99,2357,428
41088,Puppy Training,https://images.brickset.com/sets/small/41088-1.jpg,Friends,Vet,2015,,65,,4.99,4.99,1574,374
41089,Little Foal,https://images.brickset.com/sets/small/41089-1.jpg,Friends,Vet,2015,,43,,4.99,4.99,1988,370
41090,Olivia's Garden Pool,https://images.brickset.com/sets/small/41090-1.jpg,Friends,,2015,,82,1,9.99,9.99,1343,426
41091,Mia's Roadster,https://images.brickset.com/sets/small/41091-1.jpg,Friends,,2015,5.0,187,1,14.99,14.99,1786,495
41092,Stephanie's Pizzeria,https://images.brickset.com/sets/small/41092-1.jpg,Friends,,2015,4.5,87,1,9.99,9.99,2118,550
41093,Heartlake Hair Salon,https://images.brickset.com/sets/small/41093-1.jpg,Friends,,2015,,318,2,29.99,32.99,1748,671
41094,Heartlake Lighthouse,https://images.brickset.com/sets/small/41094-1.jpg,Friends,,2015,5.0,473,2,39.99,39.99,2112,838
41095,Emma's House,https://images.brickset.com/sets/small/41095-1.jpg,Friends,,2015,4.0,706,3,69.99,69.99,1734,982
41097,Heartlake Hot Air Balloon,https://images.brickset.com/sets/small/41097-1.jpg,Friends,,2015,,254,2,19.99,29.99,2830,794
41098,Emma's Tourist Kiosk,https://images.brickset.com/sets/small/41098-1.jpg,Friends,,2015,4.0,98,1,9.99,6.99,1516,501
41099,Heartlake Skate Park,https://images.brickset.com/sets/small/41099-1.jpg,Friends,,2015,,199,1,19.99,13.99,1117,516
41100,Heartlake Private Jet,https://images.brickset.com/sets/small/41100-1.jpg,Friends,,2015,4.0,230,2,29.99,24.99,1461,591
41101,Heartlake Grand Hotel,https://images.brickset.com/sets/small/41101-1.jpg,Friends,,2015,5.0,1552,5,129.99,129.99,1743,1055
41102,Friends Advent Calendar,https://images.brickset.com/sets/small/41102-1.jpg,Friends,Seasonal,2015,4.0,233,2,29.99,13.99,1193,319
41103,Pop Star Recording Studio,https://images.brickset.com/sets/small/41103-1.jpg,Friends,Pop Star,2015,,172,1,14.99,14.99,1596,445
41104,Pop Star Dressing Room,https://images.brickset.com/sets/small/41104-1.jpg,Friends,Pop Star,2015,4.0,279,2,29.99,29.99,1120,454
41105,Pop Star Show Stage,https://images.brickset.com/sets/small/41105-1.jpg,Friends,Pop Star,2015,,446,2,39.99,44.99,1079,495
41106,Pop Star Tour Bus,https://images.brickset.com/sets/small/41106-1.jpg,Friends,Pop Star,2015,,682,3,59.99,59.99,1448,625
41107,Pop Star Limousine,https://images.brickset.com/sets/small/41107-1.jpg,Friends,Pop Star,2015,5.0,265,2,24.99,24.99,851,509
41108,Heartlake Food Market,https://images.brickset.com/sets/small/41108-1.jpg,Friends,,2015,,388,2,39.99,39.99,1064,737
41109,Heartlake City Airport,https://images.brickset.com/sets/small/41109-1.jpg,Friends,,2015,3.0,692,3,89.99,89.99,618,649
41527,Rokit,https://images.brickset.com/sets/small/41527-1.jpg,Mixels,Series 4,2015,5.0,66,,4.99,2.79,2906,310
41528,Niksput,https://images.brickset.com/sets/small/41528-1.jpg,Mixels,Series 4,2015,,62,,4.99,1.99,2791,297
41529,Nurp-Naut,https://images.brickset.com/sets/small/41529-1.jpg,Mixels,Series 4,2015,3.5,52,,4.99,1.99,2912,298
41530,Meltus,https://images.brickset.com/sets/small/41530-1.jpg,Mixels,Series 4,2015,4.0,66,,4.99,2.79,2285,335
41531,Flamzer,https://images.brickset.com/sets/small/41531-1.jpg,Mixels,Series 4,2015,3.0,60,,4.99,2.79,2308,296
41532,Burnard,https://images.brickset.com/sets/small/41532-1.jpg,Mixels,Series 4,2015,5.0,59,,4.99,2.79,2397,325
41533,Globert,https://images.brickset.com/sets/small/41533-1.jpg,Mixels,Series 4,2015,3.0,45,,4.99,3.99,2634,391
41534,Vampos,https://images.brickset.com/sets/small/41534-1.jpg,Mixels,Series 4,2015,4.0,59,,4.99,3.99,2649,392
41535,Boogly,https://images.brickset.com/sets/small/41535-1.jpg,Mixels,Series 4,2015,3.0,52,,4.99,2.79,2596,353
41536,Gox,https://images.brickset.com/sets/small/41536-1.jpg,Mixels,Series 5,2015,4.0,62,,4.99,2.79,2243,299
41537,Jinky,https://images.brickset.com/sets/small/41537-1.jpg,Mixels,Series 5,2015,5.0,59,,4.99,2.79,2359,308
41538,Kamzo,https://images.brickset.com/sets/small/41538-1.jpg,Mixels,Series 5,2015,4.0,58,,4.99,2.79,2212,284
41539,Krog,https://images.brickset.com/sets/small/41539-1.jpg,Mixels,Series 5,2015,4.0,60,,4.99,3.99,1839,290
41540,Chilbo,https://images.brickset.com/sets/small/41540-1.jpg,Mixels,Series 5,2015,5.0,65,,4.99,3.99,1843,283
41541,Snoof,https://images.brickset.com/sets/small/41541-1.jpg,Mixels,Series 5,2015,4.0,54,,4.99,3.99,1828,287
41542,Spugg,https://images.brickset.com/sets/small/41542-1.jpg,Mixels,Series 5,2015,3.0,51,,4.99,3.99,1886,268
41543,Turg,https://images.brickset.com/sets/small/41543-1.jpg,Mixels,Series 5,2015,3.0,56,,4.99,3.99,1972,270
41544,Tungster,https://images.brickset.com/sets/small/41544-1.jpg,Mixels,Series 5,2015,2.0,60,,4.99,3.99,1908,257
41545,Kramm,https://images.brickset.com/sets/small/41545-1.jpg,Mixels,Series 6,2015,,68,,4.99,2.79,1951,312
41546,Forx,https://images.brickset.com/sets/small/41546-1.jpg,Mixels,Series 6,2015,5.0,65,,4.99,2.79,2006,300
41547,Wuzzo,https://images.brickset.com/sets/small/41547-1.jpg,Mixels,Series 6,2015,,74,,4.99,2.79,1953,301
41548,Dribbal,https://images.brickset.com/sets/small/41548-1.jpg,Mixels,Series 6,2015,2.5,52,,4.99,3.99,1684,298
41549,Gurggle,https://images.brickset.com/sets/small/41549-1.jpg,Mixels,Series 6,2015,3.0,66,,4.99,2.79,1659,300
41550,Slusho,https://images.brickset.com/sets/small/41550-1.jpg,Mixels,Series 6,2015,2.0,53,,4.99,3.99,1686,332
41551,Snax,https://images.brickset.com/sets/small/41551-1.jpg,Mixels,Series 6,2015,3.5,51,,4.99,2.79,1833,319
41552,Berp,https://images.brickset.com/sets/small/41552-1.jpg,Mixels,Series 6,2015,,68,,4.99,2.79,1823,332
41553,Vaka-Waka,https://images.brickset.com/sets/small/41553-1.jpg,Mixels,Series 6,2015,5.0,69,,4.99,2.79,1775,334
42031,Cherry Picker,https://images.brickset.com/sets/small/42031-1.jpg,Technic,,2015,4.0,155,,12.99,9.99,2157,374
42032,Compact Tracked Loader,https://images.brickset.com/sets/small/42032-1.jpg,Technic,,2015,5.0,252,,19.99,14.99,2710,619
