number,name,image,theme,subtheme,year,rating,pieces,minifigs,us_price,eu_price,owner,want_it
42033,Record Breaker,https://images.brickset.com/sets/small/42033-1.jpg,Technic,,2015,4.0,125,,19.99,19.99,1832,502
42034,Quad Bike,https://images.brickset.com/sets/small/42034-1.jpg,Technic,,2015,3.5,148,,19.99,19.99,1959,477
42035,Mining Truck,https://images.brickset.com/sets/small/42035-1.jpg,Technic,,2015,4.0,362,,29.99,24.99,2272,728
42036,Street Motorcycle,https://images.brickset.com/sets/small/42036-1.jpg,Technic,,2015,3.8,375,,39.99,34.99,2959,933
42037,Formula Off-Roader,https://images.brickset.com/sets/small/42037-1.jpg,Technic,,2015,4.8,494,,59.99,49.99,1687,639
42038,Arctic Truck,https://images.brickset.com/sets/small/42038-1.jpg,Technic,,2015,3.5,913,,84.99,79.99,2013,1255
42039,24 Hours Race Car,https://images.brickset.com/sets/small/42039-1.jpg,Technic,,2015,4.8,1219,,129.99,99.99,3829,1669
42040,Fire Plane,https://images.brickset.com/sets/small/42040-1.jpg,Technic,,2015,4.8,578,,49.99,49.99,2364,1036
42041,Race Truck,https://images.brickset.com/sets/small/42041-1.jpg,Technic,,2015,3.0,608,,69.99,59.99,1101,948
42042,Crawler Crane,https://images.brickset.com/sets/small/42042-1.jpg,Technic,,2015,4.4,1401,,149.99,119.99,3344,1759
42043,Mercedes-Benz Arocs 3245,https://images.brickset.com/sets/small/42043-1.jpg,Technic,,2015,4.7,2793,,229.99,199.99,5170,2165
45008,Math Train,https://images.brickset.com/sets/small/45008-1.jpg,Education,Duplo,2015,,167,,99.99,,16,42
45009,Animal Bingo,https://images.brickset.com/sets/small/45009-1.jpg,Education,Duplo,2015,,49,,,,6,13
45010,Community People Set,https://images.brickset.com/sets/small/45010-1.jpg,Education,Duplo,2015,,21,20,,,10,25
45011,World People Set,https://images.brickset.com/sets/small/45011-1.jpg,Education,Duplo,2015,,16,16,,,9,26
45101,StoryStarter expansion pack: Fairy Tale,https://images.brickset.com/sets/small/45101-1.jpg,Serious Play,,2015,,186,,,,15,85
45102,StoryStarter expansion pack: Space,https://images.brickset.com/sets/small/45102-1.jpg,Education,,2015,,,,,,18,100
45103,StoryStarter expansion pack: Community,https://images.brickset.com/sets/small/45103-1.jpg,Education,,2015,,,,,,15,96
45517,Transformer 10V DC,https://images.brickset.com/sets/small/45517-1.jpg,Mindstorms,,2015,,1,,29.99,29.99,107,44
60065,ATV Patrol,https://images.brickset.com/sets/small/60065-1.jpg,City,Swamp Police,2015,3.5,59,2,6.99,5.99,3020,616
60066,Swamp Police Starter Set,https://images.brickset.com/sets/small/60066-1.jpg,City,Swamp Police,2015,5.0,78,4,9.99,9.99,4299,790
60067,Helicopter Pursuit,https://images.brickset.com/sets/small/60067-1.jpg,City,Swamp Police,2015,4.0,253,3,39.99,29.99,1897,909
60068,Crooks' Hideout,https://images.brickset.com/sets/small/60068-1.jpg,City,Swamp Police,2015,5.0,473,5,69.99,49.99,1531,1095
60069,Swamp Police Station,https://images.brickset.com/sets/small/60069-1.jpg,City,Swamp Police,2015,4.0,707,6,89.99,69.99,1727,1153
60070,Water Plane Chase,https://images.brickset.com/sets/small/60070-1.jpg,City,Swamp Police,2015,4.5,263,2,29.99,29.99,911,924
60071,Hovercraft Arrest,https://images.brickset.com/sets/small/60071-1.jpg,City,Swamp Police,2015,5.0,331,3,44.99,39.99,1321,1215
60072,Demolition Starter Set,https://images.brickset.com/sets/small/60072-1.jpg,City,Construction,2015,4.4,85,4,9.99,9.99,5386,1000
60073,Service Truck,https://images.brickset.com/sets/small/60073-1.jpg,City,Construction,2015,4.8,233,2,24.99,19.99,6792,1839
60074,Bulldozer,https://images.brickset.com/sets/small/60074-1.jpg,City,Construction,2015,5.0,384,2,39.99,29.99,3793,1508
60075,Excavator and Truck,https://images.brickset.com/sets/small/60075-1.jpg,City,Construction,2015,,311,2,49.99,39.99,2416,1593
60076,Demolition Site,https://images.brickset.com/sets/small/60076-1.jpg,City,Construction,2015,5.0,776,5,89.99,69.99,2808,1801
60077,Space Starter Set,https://images.brickset.com/sets/small/60077-1.jpg,City,Space,2015,4.3,107,4,9.99,9.99,4167,909
60078,Utility Shuttle,https://images.brickset.com/sets/small/60078-1.jpg,City,Space,2015,4.8,155,2,24.99,19.99,3622,1232
60079,Training Jet Transporter,https://images.brickset.com/sets/small/60079-1.jpg,City,Space,2015,5.0,448,3,49.99,49.99,1684,1262
60080,Spaceport,https://images.brickset.com/sets/small/60080-1.jpg,City,Space,2015,3.7,586,5,119.99,89.99,2722,2019
60081,Pickup Tow Truck,https://images.brickset.com/sets/small/60081-1.jpg,City,Traffic,2015,4.7,209,2,19.99,19.99,4355,1275
60082,Dune Buggy Trailer,https://images.brickset.com/sets/small/60082-1.jpg,City,Traffic,2015,5.0,222,2,19.99,19.99,2775,1060
60083,Snowplough Truck,https://images.brickset.com/sets/small/60083-1.jpg,City,Traffic,2015,5.0,196,1,19.99,19.99,5726,1656
60084,Racing Bike Transporter,https://images.brickset.com/sets/small/60084-1.jpg,City,Traffic,2015,4.0,178,2,19.99,19.99,4785,1096
60085,4x4 with Powerboat,https://images.brickset.com/sets/small/60085-1.jpg,City,Traffic,2015,3.0,301,2,29.99,29.99,2900,1129
60086,LEGO City Starter Set,https://images.brickset.com/sets/small/60086-1.jpg,City,General,2015,5.0,242,5,29.99,24.99,1197,802
60088,Fire Starter Set,https://images.brickset.com/sets/small/60088-1.jpg,City,Fire,2015,,92,4,9.99,9.99,2553,652
60090,Deep Sea Scuba Scooter,https://images.brickset.com/sets/small/60090-1.jpg,City,Deep Sea Explorers,2015,3.8,42,1,6.99,5.99,4804,883
60091,Deep Sea Starter Set,https://images.brickset.com/sets/small/60091-1.jpg,City,Deep Sea Explorers,2015,4.5,90,3,9.99,9.99,4661,1000
60092,Deep Sea Submarine,https://images.brickset.com/sets/small/60092-1.jpg,City,Deep Sea Explorers,2015,4.5,274,3,39.99,29.99,4296,1481
60093,Deep Sea Helicopter,https://images.brickset.com/sets/small/60093-1.jpg,City,Deep Sea Explorers,2015,4.5,388,3,49.99,49.99,2028,1290
60095,Deep Sea Exploration Vessel,https://images.brickset.com/sets/small/60095-1.jpg,City,Deep Sea Explorers,2015,4.4,717,7,119.99,99.99,3370,1989
60096,Deep Sea Operation Base,https://images.brickset.com/sets/small/60096-1.jpg,City,Deep Sea Explorers,2015,4.0,907,5,99.99,79.99,1282,1329
60097,City Square,https://images.brickset.com/sets/small/60097-1.jpg,City,Traffic,2015,5.0,1683,14,189.99,169.99,3448,2842
60098,Heavy-Haul Train,https://images.brickset.com/sets/small/60098-1.jpg,City,Trains,2015,4.0,984,5,199.99,159.99,2241,2437
60099,City Advent Calendar,https://images.brickset.com/sets/small/60099-1.jpg,City,Seasonal,2015,,278,6,29.99,19.99,3194,716
66494,Train 3-in-1 pack,https://images.brickset.com/sets/small/66494-1.jpg,Duplo,Trains,2015,,88,,,,26,26
66521,Demolition Super Pack,https://images.brickset.com/sets/small/66521-1.jpg,City,Product Collection,2015,,1393,,,,161,403
66522,Deep Sea Explorers Super Pack 4-in-1,https://images.brickset.com/sets/small/66522-1.jpg,City,Product Collection,2015,,794,,,,97,148
66523,City Super Pack 3-in-1,https://images.brickset.com/sets/small/66523-1.jpg,City,Product Collection,2015,,528,,,,268,184
66524,Train Super Pack 3-in-1,https://images.brickset.com/sets/small/66524-1.jpg,Duplo,Product Collection,2015,,177,,,,37,35
66525,Farm Super Pack 3-in-1,https://images.brickset.com/sets/small/66525-1.jpg,Duplo,Product Collection,2015,,142,,,,15,26
66526,Value Pack,https://images.brickset.com/sets/small/66526-1.jpg,Friends,Product Collection,2015,,1065,,,,84,99
66533,Microfighter 3 in 1 Super Pack,https://images.brickset.com/sets/small/66533-1.jpg,Star Wars,Product Collection,2015,,276,,,,189,162
66534,Microfighter 3 in 1 Super Pack,https://images.brickset.com/sets/small/66534-1.jpg,Star Wars,Product Collection,2015,,288,,,,204,165
66535,Battle Pack 2 in 1,https://images.brickset.com/sets/small/66535-1.jpg,Star Wars,Product Collection,2015,,83,,,,164,197
66536,Luke Skywalker and Darth Vader,https://images.brickset.com/sets/small/66536-1.jpg,Star Wars,Product Collection,2015,,243,,,,191,251
70166,Spyclops Infiltration,https://images.brickset.com/sets/small/70166-1.jpg,Ultra Agents,,2015,4.0,109,2,9.99,9.99,1121,488
70167,Invizable Gold Getaway,https://images.brickset.com/sets/small/70167-1.jpg,Ultra Agents,,2015,5.0,237,2,19.99,19.99,1209,739
70168,Drillex Diamond Job,https://images.brickset.com/sets/small/70168-1.jpg,Ultra Agents,,2015,4.0,312,2,29.99,34.99,899,566
70169,Agent Stealth Patrol,https://images.brickset.com/sets/small/70169-1.jpg,Ultra Agents,,2015,5.0,475,4,49.99,49.99,923,672
70170,UltraCopter vs. AntiMatter,https://images.brickset.com/sets/small/70170-1.jpg,Ultra Agents,,2015,5.0,614,4,79.99,69.99,967,865
70171,Ultrasonic Showdown,https://images.brickset.com/sets/small/70171-1.jpg,Ultra Agents,,2015,5.0,187,2,19.99,,524,723
70172,AntiMatter's Portal Hideout,https://images.brickset.com/sets/small/70172-1.jpg,Ultra Agents,,2015,,475,4,69.99,,420,702
70173,Ultra Agents Ocean HQ,https://images.brickset.com/sets/small/70173-1.jpg,Ultra Agents,,2015,5.0,1204,6,99.99,,546,1165
70220,Strainor's Saber Cycle,https://images.brickset.com/sets/small/70220-1.jpg,Legends of Chima,Fire vs. Ice,2015,4.0,161,2,14.99,14.99,748,289
70221,Flinx's Ultimate Phoenix,https://images.brickset.com/sets/small/70221-1.jpg,Legends of Chima,Fire vs. Ice,2015,4.0,172,2,19.99,19.99,1134,437
70222,Tormak's Shadow Blazer,https://images.brickset.com/sets/small/70222-1.jpg,Legends of Chima,Fire vs. Ice,2015,5.0,311,3,29.99,34.99,665,304
70223,Icebite's Claw Driller,https://images.brickset.com/sets/small/70223-1.jpg,Legends of Chima,Fire vs. Ice,2015,,629,4,49.99,49.99,781,406
70224,Tiger's Mobile Command,https://images.brickset.com/sets/small/70224-1.jpg,Legends of Chima,Fire vs. Ice,2015,5.0,712,6,79.99,69.99,648,484
70225,Bladvic's Rumble Bear,https://images.brickset.com/sets/small/70225-1.jpg,Legends of Chima,Fire vs. Ice,2015,5.0,415,3,39.99,19.99,488,331
70226,Mammoth's Frozen Stronghold,https://images.brickset.com/sets/small/70226-1.jpg,Legends of Chima,Fire vs. Ice,2015,,621,5,59.99,32.49,544,318
70227,King Crominus' Rescue,https://images.brickset.com/sets/small/70227-1.jpg,Legends of Chima,Fire vs. Ice,2015,5.0,863,6,89.99,79.99,342,316
70228,Vultrix's Sky Scavenger,https://images.brickset.com/sets/small/70228-1.jpg,Legends of Chima,Fire vs. Ice,2015,5.0,480,3,39.99,39.99,410,349
70229, Lion Tribe Pack,https://images.brickset.com/sets/small/70229-1.jpg,Legends of Chima,Tribe Packs,2015,4.0,78,3,9.99,9.99,1524,335
70230,Ice Bear Tribe Pack,https://images.brickset.com/sets/small/70230-1.jpg,Legends of Chima,Tribe Packs,2015,3.0,75,3,9.99,9.99,1655,350
70231,Crocodile Tribe Pack,https://images.brickset.com/sets/small/70231-1.jpg,Legends of Chima,Tribe Packs,2015,4.0,72,3,9.99,9.99,1441,337
70232,Saber Tooth Tiger Tribe Pack,https://images.brickset.com/sets/small/70232-1.jpg,Legends of Chima,Tribe Packs,2015,,74,3,9.99,9.99,1485,347
70409,Shipwreck Defence,https://images.brickset.com/sets/small/70409-1.jpg,Pirates,,2015,4.3,84,2,12.99,9.99,3008,963
70410,Soldiers Outpost,https://images.brickset.com/sets/small/70410-1.jpg,Pirates,,2015,4.3,164,3,19.99,19.99,2935,1108
70411,Treasure Island,https://images.brickset.com/sets/small/70411-1.jpg,Pirates,,2015,5.0,181,3,19.99,19.99,3350,1203
70412,Soldiers Fort,https://images.brickset.com/sets/small/70412-1.jpg,Pirates,,2015,3.7,234,5,29.99,24.49,2731,1277
70413,The Brick Bounty,https://images.brickset.com/sets/small/70413-1.jpg,Pirates,,2015,4.8,745,7,99.99,99.99,3396,2020
70730,Chain Cycle Ambush,https://images.brickset.com/sets/small/70730-1.jpg,Ninjago,Possession,2015,,298,3,29.99,29.99,646,461
70731,Jay Walker One,https://images.brickset.com/sets/small/70731-1.jpg,Ninjago,Possession,2015,5.0,386,4,39.99,27.99,594,438
70732,City of Stiix,https://images.brickset.com/sets/small/70732-1.jpg,Ninjago,Possession,2015,4.8,1069,9,99.99,69.99,834,758
70733, Blaster Bike,https://images.brickset.com/sets/small/70733-1.jpg,Ninjago,Possession,2015,5.0,212,2,19.99,19.99,1252,476
70734,Master Wu Dragon,https://images.brickset.com/sets/small/70734-1.jpg,Ninjago,Possession,2015,4.5,575,5,39.99,34.99,1953,756
70735,Ronin R.E.X.,https://images.brickset.com/sets/small/70735-1.jpg,Ninjago,Possession,2015,5.0,547,4,49.99,49.99,1133,615
70736,Attack of the Morro Dragon,https://images.brickset.com/sets/small/70736-1.jpg,Ninjago,Possession,2015,5.0,658,6,69.99,69.99,1479,787
70737,Titan Mech Battle,https://images.brickset.com/sets/small/70737-1.jpg,Ninjago,Possession,2015,5.0,754,5,59.99,54.99,1138,725
70738,Final Flight of Destiny's Bounty,https://images.brickset.com/sets/small/70738-1.jpg,Ninjago,Possession,2015,5.0,1253,9,119.99,83.99,1534,915
70739,Airjitzu Kai Flyer,https://images.brickset.com/sets/small/70739-1.jpg,Ninjago,Airjitzu,2015,,46,1,9.99,6.99,1359,274
70740,Airjitzu Jay Flyer,https://images.brickset.com/sets/small/70740-1.jpg,Ninjago,Airjitzu,2015,5.0,45,1,9.99,4.99,1244,271
70741,Airjitzu Cole Flyer,https://images.brickset.com/sets/small/70741-1.jpg,Ninjago,Airjitzu,2015,3.0,47,1,9.99,9.99,1104,273
70742,Airjitzu Zane Flyer,https://images.brickset.com/sets/small/70742-1.jpg,Ninjago,Airjitzu,2015,,42,1,9.99,9.99,1244,291
70743,Airjitzu Morro Flyer,https://images.brickset.com/sets/small/70743-1.jpg,Ninjago,Airjitzu,2015,4.3,46,1,9.99,9.99,1270,279
70744,Airjitzu Wrayth Flyer,https://images.brickset.com/sets/small/70744-1.jpg,Ninjago,Airjitzu,2015,5.0,43,1,9.99,4.99,892,266
70745,Anacondrai Crusher,https://images.brickset.com/sets/small/70745-1.jpg,Ninjago,Tournament of Elements,2015,5.0,219,2,19.99,19.99,1044,382
70746,Condrai Copter Attack,https://images.brickset.com/sets/small/70746-1.jpg,Ninjago,Tournament of Elements,2015,4.3,311,3,29.99,29.99,1340,482
70747,Boulder Blaster,https://images.brickset.com/sets/small/70747-1.jpg,Ninjago,Tournament of Elements,2015,5.0,236,3,29.99,34.99,1476,579
70748,Titanium Dragon,https://images.brickset.com/sets/small/70748-1.jpg,Ninjago,Tournament of Elements,2015,4.7,360,3,39.99,39.99,1467,667
70749,Enter the Serpent,https://images.brickset.com/sets/small/70749-1.jpg,Ninjago,Tournament of Elements,2015,4.7,529,5,59.99,49.99,1398,657
70750,Ninja DB X,https://images.brickset.com/sets/small/70750-1.jpg,Ninjago,Tournament of Elements,2015,4.5,756,7,79.99,79.99,836,601
70751,Temple of Airjitzu,https://images.brickset.com/sets/small/70751-1.jpg,Ninjago,General,2015,5.0,2028,13,199.99,199.99,3381,2282
70752,Jungle Trap,https://images.brickset.com/sets/small/70752-1.jpg,Ninjago,Tournament of Elements,2015,4.3,58,2,6.99,6.99,1957,431
70753,Lava Falls,https://images.brickset.com/sets/small/70753-1.jpg,Ninjago,Tournament of Elements,2015,5.0,94,2,7.99,9.99,1917,470
70754,ElectroMech,https://images.brickset.com/sets/small/70754-1.jpg,Ninjago,Tournament of Elements,2015,5.0,153,2,14.99,14.99,1760,544
70755,Jungle Raider ,https://images.brickset.com/sets/small/70755-1.jpg,Ninjago,Tournament of Elements,2015,4.5,188,2,19.99,19.99,1438,445
70756,Dojo Showdown,https://images.brickset.com/sets/small/70756-1.jpg,Ninjago,Tournament of Elements,2015,5.0,215,4,24.99,24.99,1002,694
70778,Protector of Jungle,https://images.brickset.com/sets/small/70778-1.jpg,Bionicle,Companions,2015,4.7,64,,9.99,9.99,923,288
70779,Protector of Stone,https://images.brickset.com/sets/small/70779-1.jpg,Bionicle,Companions,2015,4.8,73,,9.99,9.99,877,256
70780,Protector of Water,https://images.brickset.com/sets/small/70780-1.jpg,Bionicle,Companions,2015,3.0,71,,9.99,9.99,885,256
70781,Protector of Earth,https://images.brickset.com/sets/small/70781-1.jpg,Bionicle,Companions,2015,4.5,66,,9.99,9.99,949,252
70782,Protector of Ice,https://images.brickset.com/sets/small/70782-1.jpg,Bionicle,Companions,2015,4.4,68,,9.99,9.99,1020,281
70783,Protector of Fire,https://images.brickset.com/sets/small/70783-1.jpg,Bionicle,Companions,2015,4.0,69,,9.99,9.99,986,249
70784,Lewa - Master of Jungle,https://images.brickset.com/sets/small/70784-1.jpg,Bionicle,Toa,2015,4.7,85,,14.99,14.99,1080,281
70785,Pohatu - Master of Stone,https://images.brickset.com/sets/small/70785-1.jpg,Bionicle,Toa,2015,4.5,66,,14.99,14.99,1034,276
70786,Gali - Master of Water,https://images.brickset.com/sets/small/70786-1.jpg,Bionicle,Toa,2015,4.8,87,,14.99,14.99,1098,282
70787,Tahu - Master of Fire,https://images.brickset.com/sets/small/70787-1.jpg,Bionicle,Toa,2015,4.8,89,,19.99,19.99,1271,312
70788,Kopaka - Master of Ice,https://images.brickset.com/sets/small/70788-1.jpg,Bionicle,Toa,2015,5.0,97,,19.99,19.99,1234,336
70789,Onua - Master of Earth,https://images.brickset.com/sets/small/70789-1.jpg,Bionicle,Toa,2015,4.8,108,,19.99,19.99,1035,286
70790,Lord of Skull Spiders,https://images.brickset.com/sets/small/70790-1.jpg,Bionicle,Reboot Villains,2015,4.7,145,,14.99,14.99,948,282
70791,Skull Warrior,https://images.brickset.com/sets/small/70791-1.jpg,Bionicle,Reboot Villains,2015,4.5,102,,14.99,10.49,754,278
70792,Skull Slicer,https://images.brickset.com/sets/small/70792-1.jpg,Bionicle,Reboot Villains,2015,4.3,71,,14.99,10.49,717,237
70793,Skull Basher,https://images.brickset.com/sets/small/70793-1.jpg,Bionicle,Reboot Villains,2015,4.1,72,,14.99,10.49,734,245
70794,Skull Scorpio,https://images.brickset.com/sets/small/70794-1.jpg,Bionicle,Reboot Villains,2015,5.0,107,,14.99,10.49,641,225
70795,Mask Maker vs. Skull Grinder,https://images.brickset.com/sets/small/70795-1.jpg,Bionicle,Miscellaneous,2015,4.8,171,,29.99,20.99,845,353
70817,Batman & Super Angry Kitty Attack,https://images.brickset.com/sets/small/70817-1.jpg,The LEGO Movie,,2015,4.0,115,3,9.99,12.99,5320,1441
70818,Double-Decker Couch,https://images.brickset.com/sets/small/70818-1.jpg,The LEGO Movie,,2015,4.6,197,5,14.99,16.99,8523,1823
70819,Bad Cop Car Chase,https://images.brickset.com/sets/small/70819-1.jpg,The LEGO Movie,,2015,3.5,292,4,29.99,24.99,2745,1554
71008,LEGO Minifigures - Series 13 {Random bag},https://images.brickset.com/sets/small/71008-0.jpg,Collectable Minifigures,Series 13,2015,,7,,3.99,,670,156
71008,Classic King,https://images.brickset.com/sets/small/71008-1.jpg,Collectable Minifigures,Series 13,2015,4.2,9,1,3.99,,6802,1113
71008,Sheriff,https://images.brickset.com/sets/small/71008-2.jpg,Collectable Minifigures,Series 13,2015,3.0,8,1,3.99,,6063,923
71008,Unicorn Girl,https://images.brickset.com/sets/small/71008-3.jpg,Collectable Minifigures,Series 13,2015,3.0,6,1,3.99,,6010,1041
71008,Snake Charmer,https://images.brickset.com/sets/small/71008-4.jpg,Collectable Minifigures,Series 13,2015,4.0,7,1,3.99,,6449,812
71008,Goblin,https://images.brickset.com/sets/small/71008-5.jpg,Collectable Minifigures,Series 13,2015,4.5,7,1,3.99,,6489,708
71008,Paleontologist,https://images.brickset.com/sets/small/71008-6.jpg,Collectable Minifigures,Series 13,2015,3.0,7,1,3.99,,5592,858
71008,Alien Trooper,https://images.brickset.com/sets/small/71008-7.jpg,Collectable Minifigures,Series 13,2015,4.0,6,1,3.99,,6047,724
71008,Egyptian Warrior,https://images.brickset.com/sets/small/71008-8.jpg,Collectable Minifigures,Series 13,2015,4.7,7,1,3.99,,5924,855
71008,Carpenter,https://images.brickset.com/sets/small/71008-9.jpg,Collectable Minifigures,Series 13,2015,3.0,7,1,3.99,,6913,909
71008,Evil Wizard,https://images.brickset.com/sets/small/71008-10.jpg,Collectable Minifigures,Series 13,2015,3.0,10,1,3.99,,6555,776
71008,Fencer,https://images.brickset.com/sets/small/71008-11.jpg,Collectable Minifigures,Series 13,2015,3.0,6,1,3.99,,5424,885
71008,Samurai,https://images.brickset.com/sets/small/71008-12.jpg,Collectable Minifigures,Series 13,2015,3.0,8,1,3.99,,5414,864
71008,Disco Diva,https://images.brickset.com/sets/small/71008-13.jpg,Collectable Minifigures,Series 13,2015,4.0,8,1,3.99,,5424,605
71008,Hot Dog Man,https://images.brickset.com/sets/small/71008-14.jpg,Collectable Minifigures,Series 13,2015,4.4,5,1,3.99,,7009,1281
71008,Lady Cyclops,https://images.brickset.com/sets/small/71008-15.jpg,Collectable Minifigures,Series 13,2015,4.0,6,1,3.99,,5158,579
71008,Galaxy Trooper,https://images.brickset.com/sets/small/71008-16.jpg,Collectable Minifigures,Series 13,2015,5.0,8,1,3.99,,6391,791
71008,LEGO Minifigures - Series 13 - Complete,https://images.brickset.com/sets/small/71008-17.jpg,Collectable Minifigures,Series 13,2015,,115,16,3.99,,2918,331
71008,LEGO Minifigures - Series 13 - Sealed Box,https://images.brickset.com/sets/small/71008-18.jpg,Collectable Minifigures,Series 13,2015,,7,,3.99,2.99,342,140
71009,LEGO Minifigures - The Simpsons Series 2 {Random bag},https://images.brickset.com/sets/small/71009-0.jpg,Collectable Minifigures,The Simpsons series 2,2015,,,,3.99,,555,159
71009,Homer,https://images.brickset.com/sets/small/71009-1.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,4,1,3.99,,4221,385
71009,Marge,https://images.brickset.com/sets/small/71009-2.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,9,1,3.99,,4100,367
71009,Lisa,https://images.brickset.com/sets/small/71009-3.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,5,1,3.99,,4065,448
71009,Maggie,https://images.brickset.com/sets/small/71009-4.jpg,Collectable Minifigures,The Simpsons series 2,2015,2.5,3,1,3.99,,4315,449
71009,Bart,https://images.brickset.com/sets/small/71009-5.jpg,Collectable Minifigures,The Simpsons series 2,2015,4.0,5,1,3.99,,4560,475
71009,Milhouse,https://images.brickset.com/sets/small/71009-6.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.5,5,1,3.99,,4094,428
71009,Comic Book Guy,https://images.brickset.com/sets/small/71009-7.jpg,Collectable Minifigures,The Simpsons series 2,2015,4.0,5,1,3.99,,3887,522
71009,Martin,https://images.brickset.com/sets/small/71009-8.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,4,1,3.99,,3693,419
71009,Professor Frink,https://images.brickset.com/sets/small/71009-9.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,4,1,3.99,,3796,494
71009,Hans Moleman,https://images.brickset.com/sets/small/71009-10.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.5,4,1,3.99,,3594,454
71009,Selma,https://images.brickset.com/sets/small/71009-11.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,5,1,3.99,,3668,430
71009,Patty,https://images.brickset.com/sets/small/71009-12.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,5,1,3.99,,3671,407
71009,Groundskeeper Willie,https://images.brickset.com/sets/small/71009-13.jpg,Collectable Minifigures,The Simpsons series 2,2015,4.0,4,1,3.99,,4499,433
71009,Edna Krabappel,https://images.brickset.com/sets/small/71009-14.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,6,1,3.99,,3625,420
71009,Smithers,https://images.brickset.com/sets/small/71009-15.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,5,1,3.99,,4004,414
71009,Dr Hibbert,https://images.brickset.com/sets/small/71009-16.jpg,Collectable Minifigures,The Simpsons series 2,2015,3.0,4,1,3.99,,4020,437
71009,LEGO Minifigures - The Simpsons Series 2 - Complete,https://images.brickset.com/sets/small/71009-17.jpg,Collectable Minifigures,The Simpsons series 2,2015,,77,16,3.99,2.99,2854,343
71009,LEGO Minifigures - The Simpsons Series 2 - Sealed Box,https://images.brickset.com/sets/small/71009-18.jpg,Collectable Minifigures,The Simpsons series 2,2015,,,,3.99,2.99,293,79
71010,LEGO Minifigures - Series 14 - Monsters {Random bag},https://images.brickset.com/sets/small/71010-0.jpg,Collectable Minifigures,Series 14,2015,,,,3.99,,565,207
71010,Wolf Guy,https://images.brickset.com/sets/small/71010-1.jpg,Collectable Minifigures,Series 14,2015,3.7,5,1,3.99,,4893,668
71010,Zombie Pirate,https://images.brickset.com/sets/small/71010-2.jpg,Collectable Minifigures,Series 14,2015,3.5,6,1,3.99,,5392,551
71010,Monster Scientist,https://images.brickset.com/sets/small/71010-3.jpg,Collectable Minifigures,Series 14,2015,4.0,5,1,3.99,,5627,486
71010,Wacky Witch,https://images.brickset.com/sets/small/71010-4.jpg,Collectable Minifigures,Series 14,2015,3.3,7,1,3.99,,4854,597
71010,Plant Monster,https://images.brickset.com/sets/small/71010-5.jpg,Collectable Minifigures,Series 14,2015,4.7,6,1,3.99,,5738,516
71010,Fly Monster,https://images.brickset.com/sets/small/71010-6.jpg,Collectable Minifigures,Series 14,2015,4.0,4,1,3.99,,5394,553
71010,Spectre,https://images.brickset.com/sets/small/71010-7.jpg,Collectable Minifigures,Series 14,2015,4.0,6,1,3.99,,5675,730
71010,Zombie Cheerleader,https://images.brickset.com/sets/small/71010-8.jpg,Collectable Minifigures,Series 14,2015,5.0,6,1,3.99,,4818,578
71010,Tiger Woman,https://images.brickset.com/sets/small/71010-9.jpg,Collectable Minifigures,Series 14,2015,4.5,5,1,3.99,,4938,621
71010,Gargoyle,https://images.brickset.com/sets/small/71010-10.jpg,Collectable Minifigures,Series 14,2015,4.8,5,1,3.99,,5514,680
71010,Skeleton Guy,https://images.brickset.com/sets/small/71010-11.jpg,Collectable Minifigures,Series 14,2015,5.0,5,1,3.99,,5467,616
71010,Monster Rocker,https://images.brickset.com/sets/small/71010-12.jpg,Collectable Minifigures,Series 14,2015,3.7,5,1,3.99,,5461,464
71010,Zombie Businessman,https://images.brickset.com/sets/small/71010-13.jpg,Collectable Minifigures,Series 14,2015,4.7,6,1,3.99,,4742,647
71010,Banshee,https://images.brickset.com/sets/small/71010-14.jpg,Collectable Minifigures,Series 14,2015,4.3,4,1,3.99,,5049,691
71010,Square Foot,https://images.brickset.com/sets/small/71010-15.jpg,Collectable Minifigures,Series 14,2015,3.7,4,1,3.99,,5242,630
71010,Spider Lady,https://images.brickset.com/sets/small/71010-16.jpg,Collectable Minifigures,Series 14,2015,4.5,7,1,3.99,,4922,586
71010,LEGO Minifigures - Series 14 - Monsters - Complete,https://images.brickset.com/sets/small/71010-17.jpg,Collectable Minifigures,Series 14,2015,,86,16,,,2863,280
71010,LEGO Minifigures - Series 14 - Monsters - Sealed Box,,Collectable Minifigures,Series 14,2015,,,,3.99,2.09,276,77
71016,Kwik-E-Mart,https://images.brickset.com/sets/small/71016-1.jpg,The Simpsons,,2015,4.7,2179,6,199.99,199.99,5139,2950
71170,Starter Pack: PS3,https://images.brickset.com/sets/small/71170-1.jpg,Dimensions,Starter Pack,2015,4.5,267,,79.99,79.99,796,165
